[SYS] 2024/10/04 - 08:01:50 | One API v0.6.6 started 
[SYS] 2024/10/04 - 08:04:37 | batch update finished 
[SYS] 2024/10/04 - 08:04:47 | batch update started 
[SYS] 2024/10/04 - 08:04:47 | batch update finished 
[SYS] 2024/10/04 - 08:04:57 | batch update started 
[SYS] 2024/10/04 - 08:04:57 | batch update finished 
[SYS] 2024/10/04 - 08:05:07 | batch update started 
[SYS] 2024/10/04 - 08:05:07 | batch update finished 
[SYS] 2024/10/04 - 08:05:17 | batch update started 
[SYS] 2024/10/04 - 08:05:17 | batch update finished 
[SYS] 2024/10/04 - 08:05:27 | batch update started 
[SYS] 2024/10/04 - 08:05:27 | batch update finished 
[SYS] 2024/10/04 - 08:05:37 | batch update started 
[SYS] 2024/10/04 - 08:05:37 | batch update finished 
[SYS] 2024/10/04 - 08:05:47 | batch update started 
[SYS] 2024/10/04 - 08:05:47 | batch update finished 
[SYS] 2024/10/04 - 08:05:57 | batch update started 
[SYS] 2024/10/04 - 08:05:57 | batch update finished 
[SYS] 2024/10/04 - 08:06:07 | batch update started 
[SYS] 2024/10/04 - 08:06:07 | batch update finished 
[SYS] 2024/10/04 - 08:06:17 | batch update started 
[SYS] 2024/10/04 - 08:06:17 | batch update finished 
[SYS] 2024/10/04 - 08:06:27 | batch update started 
[SYS] 2024/10/04 - 08:06:27 | batch update finished 
[SYS] 2024/10/04 - 08:06:37 | batch update started 
[SYS] 2024/10/04 - 08:06:37 | batch update finished 
[SYS] 2024/10/04 - 08:06:45 | CacheGetTokenByKey failed: record not found 
[ERR] 2024/10/04 - 08:06:45 | 2024100408064568494780688875522 | 无效的令牌 
[GIN] 2024/10/04 - 08:06:45 | 2024100408064568494780688875522 | 401 |     3.24055ms |   192.168.160.6 |    POST /v1/chat/completions
[SYS] 2024/10/04 - 08:06:47 | batch update started 
[SYS] 2024/10/04 - 08:06:47 | batch update finished 
[SYS] 2024/10/04 - 08:06:57 | batch update started 
[SYS] 2024/10/04 - 08:06:57 | batch update finished 
[SYS] 2024/10/04 - 08:07:07 | batch update started 
[SYS] 2024/10/04 - 08:07:07 | batch update finished 
[SYS] 2024/10/04 - 08:07:17 | batch update started 
[SYS] 2024/10/04 - 08:07:17 | batch update finished 
[SYS] 2024/10/04 - 08:07:22 | CacheGetTokenByKey failed: record not found 
[ERR] 2024/10/04 - 08:07:22 | 2024100408072251107996896991729 | 无效的令牌 
[GIN] 2024/10/04 - 08:07:22 | 2024100408072251107996896991729 | 401 |     947.976µs |   192.168.160.6 |    POST /v1/chat/completions
[SYS] 2024/10/04 - 08:07:22 | CacheGetTokenByKey failed: record not found 
[ERR] 2024/10/04 - 08:07:22 | 2024100408072274561673190855592 | 无效的令牌 
[GIN] 2024/10/04 - 08:07:22 | 2024100408072274561673190855592 | 401 |     850.711µs |   192.168.160.6 |    POST /v1/chat/completions
[SYS] 2024/10/04 - 08:07:27 | batch update started 
[SYS] 2024/10/04 - 08:07:27 | batch update finished 
[SYS] 2024/10/04 - 08:07:37 | batch update started 
[SYS] 2024/10/04 - 08:07:37 | batch update finished 
[SYS] 2024/10/04 - 08:07:47 | batch update started 
[SYS] 2024/10/04 - 08:07:47 | batch update finished 
[SYS] 2024/10/04 - 08:07:57 | batch update started 
[SYS] 2024/10/04 - 08:07:57 | batch update finished 
[SYS] 2024/10/04 - 08:08:07 | batch update started 
[SYS] 2024/10/04 - 08:08:07 | batch update finished 
[SYS] 2024/10/04 - 08:08:17 | batch update started 
[SYS] 2024/10/04 - 08:08:17 | batch update finished 
[SYS] 2024/10/04 - 08:08:27 | batch update started 
[SYS] 2024/10/04 - 08:08:27 | batch update finished 
[SYS] 2024/10/04 - 08:08:37 | batch update started 
[SYS] 2024/10/04 - 08:08:37 | batch update finished 
[SYS] 2024/10/04 - 08:08:47 | batch update started 
[SYS] 2024/10/04 - 08:08:47 | batch update finished 
[SYS] 2024/10/04 - 08:08:57 | batch update started 
[SYS] 2024/10/04 - 08:08:57 | batch update finished 
[SYS] 2024/10/04 - 08:09:07 | batch update started 
[SYS] 2024/10/04 - 08:09:07 | batch update finished 
[SYS] 2024/10/04 - 08:09:17 | batch update started 
[SYS] 2024/10/04 - 08:09:17 | batch update finished 
[SYS] 2024/10/04 - 08:09:27 | batch update started 
[SYS] 2024/10/04 - 08:09:27 | batch update finished 
[SYS] 2024/10/04 - 08:09:37 | batch update started 
[SYS] 2024/10/04 - 08:09:37 | batch update finished 
[SYS] 2024/10/04 - 08:09:47 | batch update started 
[SYS] 2024/10/04 - 08:09:47 | batch update finished 
[SYS] 2024/10/04 - 08:09:57 | batch update started 
[SYS] 2024/10/04 - 08:09:57 | batch update finished 
[SYS] 2024/10/04 - 08:10:07 | batch update started 
[SYS] 2024/10/04 - 08:10:07 | batch update finished 
[SYS] 2024/10/04 - 08:10:18 | batch update started 
[SYS] 2024/10/04 - 08:10:18 | batch update finished 
[SYS] 2024/10/04 - 08:10:28 | batch update started 
[SYS] 2024/10/04 - 08:10:28 | batch update finished 
[SYS] 2024/10/04 - 08:10:38 | batch update started 
[SYS] 2024/10/04 - 08:10:38 | batch update finished 
[SYS] 2024/10/04 - 08:10:48 | batch update started 
[SYS] 2024/10/04 - 08:10:48 | batch update finished 
[SYS] 2024/10/04 - 08:10:58 | batch update started 
[SYS] 2024/10/04 - 08:10:58 | batch update finished 
[SYS] 2024/10/04 - 08:11:08 | batch update started 
[SYS] 2024/10/04 - 08:11:08 | batch update finished 
[SYS] 2024/10/04 - 08:11:18 | batch update started 
[SYS] 2024/10/04 - 08:11:18 | batch update finished 
[SYS] 2024/10/04 - 08:11:28 | batch update started 
[SYS] 2024/10/04 - 08:11:28 | batch update finished 
[SYS] 2024/10/04 - 08:11:38 | batch update started 
[SYS] 2024/10/04 - 08:11:38 | batch update finished 
[SYS] 2024/10/04 - 08:11:48 | batch update started 
[SYS] 2024/10/04 - 08:11:48 | batch update finished 
[SYS] 2024/10/04 - 08:11:58 | batch update started 
[SYS] 2024/10/04 - 08:11:58 | batch update finished 
[SYS] 2024/10/04 - 08:12:08 | batch update started 
[SYS] 2024/10/04 - 08:12:08 | batch update finished 
[SYS] 2024/10/04 - 08:12:17 | syncing channels from database 
[SYS] 2024/10/04 - 08:12:17 | syncing options from database 
[SYS] 2024/10/04 - 08:12:17 | channels synced from database 
[SYS] 2024/10/04 - 08:12:18 | batch update started 
[SYS] 2024/10/04 - 08:12:18 | batch update finished 
[SYS] 2024/10/04 - 08:12:28 | batch update started 
[SYS] 2024/10/04 - 08:12:28 | batch update finished 
[SYS] 2024/10/04 - 08:12:38 | batch update started 
[SYS] 2024/10/04 - 08:12:38 | batch update finished 
[SYS] 2024/10/04 - 08:12:48 | batch update started 
[SYS] 2024/10/04 - 08:12:48 | batch update finished 
[SYS] 2024/10/04 - 08:12:58 | batch update started 
[SYS] 2024/10/04 - 08:12:58 | batch update finished 
[SYS] 2024/10/04 - 08:13:08 | batch update started 
[SYS] 2024/10/04 - 08:13:08 | batch update finished 
[SYS] 2024/10/04 - 08:13:18 | batch update started 
[SYS] 2024/10/04 - 08:13:18 | batch update finished 
[SYS] 2024/10/04 - 08:13:28 | batch update started 
[SYS] 2024/10/04 - 08:13:28 | batch update finished 
[SYS] 2024/10/04 - 08:13:38 | batch update started 
[SYS] 2024/10/04 - 08:13:38 | batch update finished 
[SYS] 2024/10/04 - 08:13:48 | batch update started 
[SYS] 2024/10/04 - 08:13:48 | batch update finished 
[SYS] 2024/10/04 - 08:13:58 | batch update started 
[SYS] 2024/10/04 - 08:13:58 | batch update finished 
[SYS] 2024/10/04 - 08:14:08 | batch update started 
[SYS] 2024/10/04 - 08:14:08 | batch update finished 
[SYS] 2024/10/04 - 08:14:18 | batch update started 
[SYS] 2024/10/04 - 08:14:18 | batch update finished 
[SYS] 2024/10/04 - 08:14:28 | batch update started 
[SYS] 2024/10/04 - 08:14:28 | batch update finished 
[SYS] 2024/10/04 - 08:14:38 | batch update started 
[SYS] 2024/10/04 - 08:14:38 | batch update finished 
[SYS] 2024/10/04 - 08:14:48 | batch update started 
[SYS] 2024/10/04 - 08:14:48 | batch update finished 
[SYS] 2024/10/04 - 08:14:58 | batch update started 
[SYS] 2024/10/04 - 08:14:58 | batch update finished 
[GIN] 2024/10/04 - 08:15:07 | 2024100408150792953655891937597 | 200 |     971.382µs |   58.216.213.54 |     GET /
[GIN] 2024/10/04 - 08:15:08 | 2024100408150797593133968877871 | 200 |  103.407396ms |   58.216.213.54 |     GET /static/css/main.54631fc9.css
[GIN] 2024/10/04 - 08:15:08 | 2024100408150797524816189877848 | 200 |   132.21624ms |   58.216.213.54 |     GET /static/js/main.917e0036.js
[SYS] 2024/10/04 - 08:15:08 | batch update started 
[SYS] 2024/10/04 - 08:15:08 | batch update finished 
[GIN] 2024/10/04 - 08:15:08 | 2024100408150839362466277194126 | 200 |     542.343µs |   58.216.213.54 |     GET /static/js/832.ab3d9d10.chunk.js
[GIN] 2024/10/04 - 08:15:08 | 2024100408150839533335197396800 | 200 |      795.39µs |   58.216.213.54 |     GET /logo.png
[GIN] 2024/10/04 - 08:15:08 | 2024100408150844133868969492849 | 200 |    4.736966ms |   58.216.213.54 |     GET /static/media/icons.38c6d8bab26db77d8c80.woff2
[GIN] 2024/10/04 - 08:15:08 | 2024100408150845007287021011030 | 200 |    1.107136ms |   58.216.213.54 |     GET /api/status
[GIN] 2024/10/04 - 08:15:08 | 2024100408150848788798824697502 | 200 |    1.126151ms |   58.216.213.54 |     GET /api/home_page_content
[GIN] 2024/10/04 - 08:15:08 | 2024100408150848979150471998274 | 200 |     210.595µs |   58.216.213.54 |     GET /api/notice
[GIN] 2024/10/04 - 08:15:08 | 2024100408150895905635615363676 | 200 |     913.033µs |   58.216.213.54 |     GET /logo.png
[SYS] 2024/10/04 - 08:15:18 | batch update started 
[SYS] 2024/10/04 - 08:15:18 | batch update finished 
[SYS] 2024/10/04 - 08:15:28 | batch update started 
[SYS] 2024/10/04 - 08:15:28 | batch update finished 
[SYS] 2024/10/04 - 08:15:38 | batch update started 
[SYS] 2024/10/04 - 08:15:38 | batch update finished 
[GIN] 2024/10/04 - 08:15:39 | 2024100408153919344270414519527 | 200 |    4.580771ms |   58.216.213.54 |    POST /api/user/login
[SYS] 2024/10/04 - 08:15:48 | batch update started 
[SYS] 2024/10/04 - 08:15:48 | batch update finished 
[SYS] 2024/10/04 - 08:15:58 | batch update started 
[SYS] 2024/10/04 - 08:15:58 | batch update finished 
[SYS] 2024/10/04 - 08:16:08 | batch update started 
[SYS] 2024/10/04 - 08:16:08 | batch update finished 
[SYS] 2024/10/04 - 08:16:18 | batch update started 
[SYS] 2024/10/04 - 08:16:18 | batch update finished 
[SYS] 2024/10/04 - 08:16:28 | batch update started 
[SYS] 2024/10/04 - 08:16:28 | batch update finished 
[SYS] 2024/10/04 - 08:16:38 | batch update started 
[SYS] 2024/10/04 - 08:16:38 | batch update finished 
[SYS] 2024/10/04 - 08:16:48 | batch update started 
[SYS] 2024/10/04 - 08:16:48 | batch update finished 
[SYS] 2024/10/04 - 08:16:58 | batch update started 
[SYS] 2024/10/04 - 08:16:58 | batch update finished 
[SYS] 2024/10/04 - 08:17:08 | batch update started 
[SYS] 2024/10/04 - 08:17:08 | batch update finished 
[GIN] 2024/10/04 - 08:17:17 | 2024100408171718054680741451085 | 200 |   86.650866ms |   58.216.213.54 |    POST /api/user/login
[GIN] 2024/10/04 - 08:17:17 | 2024100408171733211524054838048 | 200 |    2.246846ms |   58.216.213.54 |     GET /api/user/self
[SYS] 2024/10/04 - 08:17:18 | batch update started 
[SYS] 2024/10/04 - 08:17:18 | batch update finished 
[SYS] 2024/10/04 - 08:17:28 | batch update started 
[SYS] 2024/10/04 - 08:17:28 | batch update finished 
[SYS] 2024/10/04 - 08:17:38 | batch update started 
[SYS] 2024/10/04 - 08:17:38 | batch update finished 
[GIN] 2024/10/04 - 08:17:45 | 2024100408174556117720678588428 | 200 |   89.735624ms |   58.216.213.54 |     PUT /api/user/self
[SYS] 2024/10/04 - 08:17:48 | batch update started 
[SYS] 2024/10/04 - 08:17:48 | batch update finished 
[GIN] 2024/10/04 - 08:17:49 | 2024100408174911298239900873105 | 200 |    3.315497ms |   58.216.213.54 |     GET /api/token/?p=0&order=
[GIN] 2024/10/04 - 08:17:49 | 2024100408174990617872778484664 | 200 |    1.478994ms |   58.216.213.54 |     GET /api/models
[GIN] 2024/10/04 - 08:17:49 | 2024100408174990675363324301982 | 200 |    1.785266ms |   58.216.213.54 |     GET /api/channel/?p=0
[GIN] 2024/10/04 - 08:17:50 | 2024100408175093712410556157507 | 200 |     444.355µs |   58.216.213.54 |     GET /api/home_page_content
[GIN] 2024/10/04 - 08:17:50 | 2024100408175093759640785926361 | 200 |     530.336µs |   58.216.213.54 |     GET /api/notice
[SYS] 2024/10/04 - 08:17:58 | batch update started 
[SYS] 2024/10/04 - 08:17:58 | batch update finished 
[SYS] 2024/10/04 - 08:18:08 | batch update started 
[SYS] 2024/10/04 - 08:18:08 | batch update finished 
[SYS] 2024/10/04 - 08:18:18 | batch update started 
[SYS] 2024/10/04 - 08:18:18 | batch update finished 
[GIN] 2024/10/04 - 08:18:22 | 2024100408182293129031275277780 | 200 |     1.04038ms |   58.216.213.54 |     GET /api/models
[GIN] 2024/10/04 - 08:18:22 | 2024100408182293130527746281714 | 200 |    3.528968ms |   58.216.213.54 |     GET /api/channel/?p=0
[GIN] 2024/10/04 - 08:18:24 | 2024100408182460864011530350378 | 200 |     718.833µs |   58.216.213.54 |     GET /api/group/
[GIN] 2024/10/04 - 08:18:24 | 2024100408182460916980481370559 | 200 |    2.334236ms |   58.216.213.54 |     GET /api/channel/models
[SYS] 2024/10/04 - 08:18:28 | batch update started 
[SYS] 2024/10/04 - 08:18:28 | batch update finished 
[SYS] 2024/10/04 - 08:18:38 | batch update started 
[SYS] 2024/10/04 - 08:18:38 | batch update finished 
[SYS] 2024/10/04 - 08:18:48 | batch update started 
[SYS] 2024/10/04 - 08:18:48 | batch update finished 
[SYS] 2024/10/04 - 08:18:58 | batch update started 
[SYS] 2024/10/04 - 08:18:58 | batch update finished 
[SYS] 2024/10/04 - 08:19:08 | batch update started 
[SYS] 2024/10/04 - 08:19:08 | batch update finished 
[SYS] 2024/10/04 - 08:19:18 | batch update started 
[SYS] 2024/10/04 - 08:19:18 | batch update finished 
[SYS] 2024/10/04 - 08:19:28 | batch update started 
[SYS] 2024/10/04 - 08:19:28 | batch update finished 
[SYS] 2024/10/04 - 08:19:38 | batch update started 
[SYS] 2024/10/04 - 08:19:38 | batch update finished 
[SYS] 2024/10/04 - 08:19:48 | batch update started 
[SYS] 2024/10/04 - 08:19:48 | batch update finished 
[SYS] 2024/10/04 - 08:19:58 | batch update started 
[SYS] 2024/10/04 - 08:19:58 | batch update finished 
[SYS] 2024/10/04 - 08:20:08 | batch update started 
[SYS] 2024/10/04 - 08:20:08 | batch update finished 
[SYS] 2024/10/04 - 08:20:18 | batch update started 
[SYS] 2024/10/04 - 08:20:18 | batch update finished 
[SYS] 2024/10/04 - 08:20:28 | batch update started 
[SYS] 2024/10/04 - 08:20:28 | batch update finished 
[SYS] 2024/10/04 - 08:20:38 | batch update started 
[SYS] 2024/10/04 - 08:20:38 | batch update finished 
[SYS] 2024/10/04 - 08:20:48 | batch update started 
[SYS] 2024/10/04 - 08:20:48 | batch update finished 
[SYS] 2024/10/04 - 08:20:58 | batch update started 
[SYS] 2024/10/04 - 08:20:58 | batch update finished 
[SYS] 2024/10/04 - 08:21:08 | batch update started 
[SYS] 2024/10/04 - 08:21:08 | batch update finished 
[SYS] 2024/10/04 - 08:21:18 | batch update started 
[SYS] 2024/10/04 - 08:21:18 | batch update finished 
[SYS] 2024/10/04 - 08:21:28 | batch update started 
[SYS] 2024/10/04 - 08:21:28 | batch update finished 
[SYS] 2024/10/04 - 08:21:38 | batch update started 
[SYS] 2024/10/04 - 08:21:38 | batch update finished 
[SYS] 2024/10/04 - 08:21:48 | batch update started 
[SYS] 2024/10/04 - 08:21:48 | batch update finished 
[SYS] 2024/10/04 - 08:21:58 | batch update started 
[SYS] 2024/10/04 - 08:21:58 | batch update finished 
[SYS] 2024/10/04 - 08:22:08 | batch update started 
[SYS] 2024/10/04 - 08:22:08 | batch update finished 
[SYS] 2024/10/04 - 08:22:17 | syncing options from database 
[SYS] 2024/10/04 - 08:22:17 | syncing channels from database 
[SYS] 2024/10/04 - 08:22:17 | channels synced from database 
[SYS] 2024/10/04 - 08:22:18 | batch update started 
[SYS] 2024/10/04 - 08:22:18 | batch update finished 
[SYS] 2024/10/04 - 08:22:28 | batch update started 
[SYS] 2024/10/04 - 08:22:28 | batch update finished 
[SYS] 2024/10/04 - 08:22:38 | batch update started 
[SYS] 2024/10/04 - 08:22:38 | batch update finished 
[SYS] 2024/10/04 - 08:22:48 | batch update started 
[SYS] 2024/10/04 - 08:22:48 | batch update finished 
[SYS] 2024/10/04 - 08:22:58 | batch update started 
[SYS] 2024/10/04 - 08:22:58 | batch update finished 
[SYS] 2024/10/04 - 08:23:08 | batch update started 
[SYS] 2024/10/04 - 08:23:08 | batch update finished 
[SYS] 2024/10/04 - 08:23:18 | batch update started 
[SYS] 2024/10/04 - 08:23:18 | batch update finished 
[GIN] 2024/10/04 - 08:23:22 | 2024100408232223874663310536776 | 200 |    4.151891ms |   58.216.213.54 |     GET /api/token/?p=0&order=
[GIN] 2024/10/04 - 08:23:22 | 2024100408232249632543925598937 | 200 |    1.155292ms |   58.216.213.54 |     GET /api/models
[GIN] 2024/10/04 - 08:23:22 | 2024100408232249649519440351669 | 200 |    1.825329ms |   58.216.213.54 |     GET /api/channel/?p=0
[GIN] 2024/10/04 - 08:23:24 | 202410040823249028257110873964 | 200 |     334.781µs |   58.216.213.54 |     GET /api/home_page_content
[GIN] 2024/10/04 - 08:23:24 | 202410040823249042403244372059 | 200 |     270.594µs |   58.216.213.54 |     GET /api/notice
[GIN] 2024/10/04 - 08:23:24 | 2024100408232460259747648305826 | 200 |     818.068µs |   58.216.213.54 |     GET /api/models
[GIN] 2024/10/04 - 08:23:24 | 2024100408232460268745161734036 | 200 |    1.200692ms |   58.216.213.54 |     GET /api/channel/?p=0
[GIN] 2024/10/04 - 08:23:25 | 2024100408232544419749595134294 | 200 |    1.366608ms |   58.216.213.54 |     GET /api/token/?p=0&order=
[SYS] 2024/10/04 - 08:23:28 | batch update started 
[SYS] 2024/10/04 - 08:23:28 | batch update finished 
[GIN] 2024/10/04 - 08:23:28 | 2024100408232875821704649883381 | 200 |    1.919237ms |   58.216.213.54 |     GET /api/channel/?p=0
[GIN] 2024/10/04 - 08:23:28 | 2024100408232876061179765222496 | 200 |     691.917µs |   58.216.213.54 |     GET /api/models
[GIN] 2024/10/04 - 08:23:29 | 2024100408232948875442360347158 | 200 |     459.949µs |   58.216.213.54 |     GET /api/group/
[GIN] 2024/10/04 - 08:23:29 | 2024100408232948775467487268296 | 200 |    2.728091ms |   58.216.213.54 |     GET /api/channel/models
[SYS] 2024/10/04 - 08:23:38 | batch update started 
[SYS] 2024/10/04 - 08:23:38 | batch update finished 
[SYS] 2024/10/04 - 08:23:48 | batch update started 
[SYS] 2024/10/04 - 08:23:48 | batch update finished 
[SYS] 2024/10/04 - 08:23:58 | batch update started 
[SYS] 2024/10/04 - 08:23:58 | batch update finished 
[SYS] 2024/10/04 - 08:24:08 | batch update started 
[SYS] 2024/10/04 - 08:24:08 | batch update finished 
[GIN] 2024/10/04 - 08:24:13 | 202410040824137907944165036863 | 200 |   21.482953ms |   58.216.213.54 |    POST /api/channel/
[GIN] 2024/10/04 - 08:24:14 | 2024100408241462095771179534027 | 200 |    1.343434ms |   58.216.213.54 |     GET /api/channel/?p=0
[GIN] 2024/10/04 - 08:24:14 | 2024100408241462293557354103979 | 200 |     837.319µs |   58.216.213.54 |     GET /api/models
[SYS] 2024/10/04 - 08:24:18 | batch update started 
[SYS] 2024/10/04 - 08:24:18 | batch update finished 
[SYS] 2024/10/04 - 08:24:19 | {"prompt":[{"role":"user","content":"hi"}],"temperature":0.01,"top_p":0.01} 
[GIN] 2024/10/04 - 08:24:20 | 2024100408241952213190409138861 | 200 |  536.067966ms |   58.216.213.54 |     GET /api/channel/test/1
[SYS] 2024/10/04 - 08:24:28 | batch update started 
[SYS] 2024/10/04 - 08:24:28 | batch update finished 
[GIN] 2024/10/04 - 08:24:37 | 202410040824375036163284850962 | 200 |    2.725112ms |   58.216.213.54 |     GET /api/channel/models
[GIN] 2024/10/04 - 08:24:37 | 202410040824375111447378336414 | 200 |    3.339442ms |   58.216.213.54 |     GET /api/channel/1
[GIN] 2024/10/04 - 08:24:37 | 202410040824378767809503658060 | 200 |     494.128µs |   58.216.213.54 |     GET /api/group/
[SYS] 2024/10/04 - 08:24:38 | batch update started 
[SYS] 2024/10/04 - 08:24:38 | batch update finished 
[GIN] 2024/10/04 - 08:24:39 | 2024100408243980771647858344339 | 200 |   21.753062ms |   58.216.213.54 |     PUT /api/channel/
[GIN] 2024/10/04 - 08:24:43 | 2024100408244392913402484020481 | 200 |    1.852896ms |   58.216.213.54 |     GET /api/channel/?p=0
[GIN] 2024/10/04 - 08:24:43 | 2024100408244393523089980479837 | 200 |     835.435µs |   58.216.213.54 |     GET /api/models
[SYS] 2024/10/04 - 08:24:44 | {"prompt":[{"role":"user","content":"hi"}],"temperature":0.01,"top_p":0.01} 
[GIN] 2024/10/04 - 08:24:45 | 2024100408244484118528460677468 | 200 |  200.252689ms |   58.216.213.54 |     GET /api/channel/test/1
[SYS] 2024/10/04 - 08:24:48 | batch update started 
[SYS] 2024/10/04 - 08:24:48 | batch update finished 
[SYS] 2024/10/04 - 08:24:58 | batch update started 
[SYS] 2024/10/04 - 08:24:58 | batch update finished 
[GIN] 2024/10/04 - 08:25:00 | 2024100408250063632509664329418 | 200 |     462.797µs |   58.216.213.54 |     GET /api/group/
