[SYS] 2024/10/22 - 01:40:09 | One API v0.6.6 started 
[SYS] 2024/10/22 - 01:43:49 | batch update started 
[SYS] 2024/10/22 - 01:43:49 | batch update finished 
[SYS] 2024/10/22 - 02:19:30 | One API v0.6.6 started 
[SYS] 2024/10/22 - 02:19:30 | using MySQL as database 
[FATAL] 2024/10/22 - 02:19:30 | [dial tcp 172.18.0.5:3306: connect: connection refused] 
[SYS] 2024/10/22 - 02:19:30 | One API v0.6.6 started 
[SYS] 2024/10/22 - 02:19:30 | using MySQL as database 
[SYS] 2024/10/22 - 02:19:30 | database migration started 
[SYS] 2024/10/22 - 02:19:31 | database migrated 
[SYS] 2024/10/22 - 02:19:31 | REDIS_CONN_STRING not set, Redis is not enabled 
[SYS] 2024/10/22 - 02:19:31 | using theme default 
[SYS] 2024/10/22 - 02:19:31 | memory cache enabled 
[SYS] 2024/10/22 - 02:19:31 | sync frequency: 600 seconds 
[SYS] 2024/10/22 - 02:19:31 | channels synced from database 
[SYS] 2024/10/22 - 02:19:31 | batch update enabled with interval 10s 
[SYS] 2024/10/22 - 02:19:31 | initializing token encoders 
[SYS] 2024/10/22 - 02:19:31 | token encoders initialized 
[SYS] 2024/10/22 - 02:19:41 | batch update started 
[SYS] 2024/10/22 - 02:19:41 | batch update finished 
[SYS] 2024/10/22 - 02:19:51 | batch update started 
[SYS] 2024/10/22 - 02:19:51 | batch update finished 
[SYS] 2024/10/22 - 02:20:01 | batch update started 
[SYS] 2024/10/22 - 02:20:01 | batch update finished 
[SYS] 2024/10/22 - 02:20:11 | batch update started 
[SYS] 2024/10/22 - 02:20:11 | batch update finished 
[SYS] 2024/10/22 - 02:20:21 | batch update started 
[SYS] 2024/10/22 - 02:20:21 | batch update finished 
[SYS] 2024/10/22 - 02:20:31 | batch update started 
[SYS] 2024/10/22 - 02:20:31 | batch update finished 
[SYS] 2024/10/22 - 02:20:41 | batch update started 
[SYS] 2024/10/22 - 02:20:41 | batch update finished 
[SYS] 2024/10/22 - 02:20:51 | batch update started 
[SYS] 2024/10/22 - 02:20:51 | batch update finished 
[SYS] 2024/10/22 - 02:21:01 | batch update started 
[SYS] 2024/10/22 - 02:21:01 | batch update finished 
[SYS] 2024/10/22 - 02:21:11 | batch update started 
[SYS] 2024/10/22 - 02:21:11 | batch update finished 
[SYS] 2024/10/22 - 02:21:21 | batch update started 
[SYS] 2024/10/22 - 02:21:21 | batch update finished 
[SYS] 2024/10/22 - 02:21:31 | batch update started 
[SYS] 2024/10/22 - 02:21:31 | batch update finished 
[SYS] 2024/10/22 - 02:21:41 | batch update started 
[SYS] 2024/10/22 - 02:21:41 | batch update finished 
[SYS] 2024/10/22 - 02:21:51 | batch update started 
[SYS] 2024/10/22 - 02:21:51 | batch update finished 
[SYS] 2024/10/22 - 02:22:01 | batch update started 
[SYS] 2024/10/22 - 02:22:01 | batch update finished 
[SYS] 2024/10/22 - 02:22:11 | batch update started 
[SYS] 2024/10/22 - 02:22:11 | batch update finished 
[SYS] 2024/10/22 - 02:22:21 | batch update started 
[SYS] 2024/10/22 - 02:22:21 | batch update finished 
[SYS] 2024/10/22 - 02:22:31 | batch update started 
[SYS] 2024/10/22 - 02:22:31 | batch update finished 
[SYS] 2024/10/22 - 02:22:41 | batch update started 
[SYS] 2024/10/22 - 02:22:41 | batch update finished 
[SYS] 2024/10/22 - 02:22:51 | batch update started 
[SYS] 2024/10/22 - 02:22:51 | batch update finished 
[SYS] 2024/10/22 - 02:23:01 | batch update started 
[SYS] 2024/10/22 - 02:23:01 | batch update finished 
[SYS] 2024/10/22 - 02:23:11 | batch update started 
[SYS] 2024/10/22 - 02:23:11 | batch update finished 
[SYS] 2024/10/22 - 02:23:21 | batch update started 
[SYS] 2024/10/22 - 02:23:21 | batch update finished 
[SYS] 2024/10/22 - 02:23:31 | batch update started 
[SYS] 2024/10/22 - 02:23:31 | batch update finished 
[SYS] 2024/10/22 - 02:23:41 | batch update started 
[SYS] 2024/10/22 - 02:23:41 | batch update finished 
[SYS] 2024/10/22 - 02:23:51 | batch update started 
[SYS] 2024/10/22 - 02:23:51 | batch update finished 
[SYS] 2024/10/22 - 02:24:01 | batch update started 
[SYS] 2024/10/22 - 02:24:01 | batch update finished 
[SYS] 2024/10/22 - 02:24:11 | batch update started 
[SYS] 2024/10/22 - 02:24:11 | batch update finished 
[SYS] 2024/10/22 - 02:24:21 | batch update started 
[SYS] 2024/10/22 - 02:24:21 | batch update finished 
[SYS] 2024/10/22 - 02:24:31 | batch update started 
[SYS] 2024/10/22 - 02:24:31 | batch update finished 
[SYS] 2024/10/22 - 02:24:41 | batch update started 
[SYS] 2024/10/22 - 02:24:41 | batch update finished 
[SYS] 2024/10/22 - 02:24:51 | batch update started 
[SYS] 2024/10/22 - 02:24:51 | batch update finished 
[SYS] 2024/10/22 - 02:25:01 | batch update started 
[SYS] 2024/10/22 - 02:25:01 | batch update finished 
[SYS] 2024/10/22 - 02:25:11 | batch update started 
[SYS] 2024/10/22 - 02:25:11 | batch update finished 
[SYS] 2024/10/22 - 02:25:21 | batch update started 
[SYS] 2024/10/22 - 02:25:21 | batch update finished 
[SYS] 2024/10/22 - 02:25:31 | batch update started 
[SYS] 2024/10/22 - 02:25:31 | batch update finished 
[SYS] 2024/10/22 - 02:25:41 | batch update started 
[SYS] 2024/10/22 - 02:25:41 | batch update finished 
[SYS] 2024/10/22 - 02:25:51 | batch update started 
[SYS] 2024/10/22 - 02:25:51 | batch update finished 
[SYS] 2024/10/22 - 02:26:01 | batch update started 
[SYS] 2024/10/22 - 02:26:01 | batch update finished 
[SYS] 2024/10/22 - 02:26:11 | batch update started 
[SYS] 2024/10/22 - 02:26:11 | batch update finished 
[SYS] 2024/10/22 - 02:26:21 | batch update started 
[SYS] 2024/10/22 - 02:26:21 | batch update finished 
[SYS] 2024/10/22 - 02:26:31 | batch update started 
[SYS] 2024/10/22 - 02:26:31 | batch update finished 
[SYS] 2024/10/22 - 02:26:41 | batch update started 
[SYS] 2024/10/22 - 02:26:41 | batch update finished 
[SYS] 2024/10/22 - 02:26:51 | batch update started 
[SYS] 2024/10/22 - 02:26:51 | batch update finished 
[SYS] 2024/10/22 - 02:27:01 | batch update started 
[SYS] 2024/10/22 - 02:27:01 | batch update finished 
[SYS] 2024/10/22 - 02:27:11 | batch update started 
[SYS] 2024/10/22 - 02:27:11 | batch update finished 
[SYS] 2024/10/22 - 02:27:21 | batch update started 
[SYS] 2024/10/22 - 02:27:21 | batch update finished 
[SYS] 2024/10/22 - 02:27:31 | batch update started 
[SYS] 2024/10/22 - 02:27:31 | batch update finished 
[SYS] 2024/10/22 - 02:27:41 | batch update started 
[SYS] 2024/10/22 - 02:27:41 | batch update finished 
[SYS] 2024/10/22 - 02:27:51 | batch update started 
[SYS] 2024/10/22 - 02:27:51 | batch update finished 
[SYS] 2024/10/22 - 02:28:01 | batch update started 
[SYS] 2024/10/22 - 02:28:01 | batch update finished 
[SYS] 2024/10/22 - 02:28:11 | batch update started 
[SYS] 2024/10/22 - 02:28:11 | batch update finished 
[SYS] 2024/10/22 - 02:28:21 | batch update started 
[SYS] 2024/10/22 - 02:28:21 | batch update finished 
[SYS] 2024/10/22 - 02:28:31 | batch update started 
[SYS] 2024/10/22 - 02:28:31 | batch update finished 
[SYS] 2024/10/22 - 02:28:41 | batch update started 
[SYS] 2024/10/22 - 02:28:41 | batch update finished 
[SYS] 2024/10/22 - 02:28:51 | batch update started 
[SYS] 2024/10/22 - 02:28:51 | batch update finished 
[SYS] 2024/10/22 - 02:29:01 | batch update started 
[SYS] 2024/10/22 - 02:29:01 | batch update finished 
[SYS] 2024/10/22 - 02:29:11 | batch update started 
[SYS] 2024/10/22 - 02:29:11 | batch update finished 
[SYS] 2024/10/22 - 02:29:21 | batch update started 
[SYS] 2024/10/22 - 02:29:21 | batch update finished 
[SYS] 2024/10/22 - 02:29:31 | syncing channels from database 
[SYS] 2024/10/22 - 02:29:31 | syncing options from database 
[SYS] 2024/10/22 - 02:29:31 | channels synced from database 
[SYS] 2024/10/22 - 02:29:31 | batch update started 
[SYS] 2024/10/22 - 02:29:31 | batch update finished 
[SYS] 2024/10/22 - 02:29:41 | batch update started 
[SYS] 2024/10/22 - 02:29:41 | batch update finished 
[SYS] 2024/10/22 - 02:29:51 | batch update started 
[SYS] 2024/10/22 - 02:29:51 | batch update finished 
[SYS] 2024/10/22 - 02:30:01 | batch update started 
[SYS] 2024/10/22 - 02:30:01 | batch update finished 
[SYS] 2024/10/22 - 02:30:11 | batch update started 
[SYS] 2024/10/22 - 02:30:11 | batch update finished 
[SYS] 2024/10/22 - 02:30:21 | batch update started 
[SYS] 2024/10/22 - 02:30:21 | batch update finished 
[SYS] 2024/10/22 - 02:30:31 | batch update started 
[SYS] 2024/10/22 - 02:30:31 | batch update finished 
[SYS] 2024/10/22 - 02:30:41 | batch update started 
[SYS] 2024/10/22 - 02:30:41 | batch update finished 
[SYS] 2024/10/22 - 02:30:51 | batch update started 
[SYS] 2024/10/22 - 02:30:51 | batch update finished 
[SYS] 2024/10/22 - 02:31:01 | batch update started 
[SYS] 2024/10/22 - 02:31:01 | batch update finished 
[SYS] 2024/10/22 - 02:31:11 | batch update started 
[SYS] 2024/10/22 - 02:31:11 | batch update finished 
[SYS] 2024/10/22 - 02:31:21 | batch update started 
[SYS] 2024/10/22 - 02:31:21 | batch update finished 
[SYS] 2024/10/22 - 02:31:31 | batch update started 
[SYS] 2024/10/22 - 02:31:31 | batch update finished 
[SYS] 2024/10/22 - 02:31:41 | batch update started 
[SYS] 2024/10/22 - 02:31:41 | batch update finished 
[SYS] 2024/10/22 - 02:31:51 | batch update started 
[SYS] 2024/10/22 - 02:31:51 | batch update finished 
[SYS] 2024/10/22 - 02:32:01 | batch update started 
[SYS] 2024/10/22 - 02:32:01 | batch update finished 
[SYS] 2024/10/22 - 02:32:11 | batch update started 
[SYS] 2024/10/22 - 02:32:11 | batch update finished 
[SYS] 2024/10/22 - 02:32:21 | batch update started 
[SYS] 2024/10/22 - 02:32:21 | batch update finished 
[SYS] 2024/10/22 - 02:32:31 | batch update started 
[SYS] 2024/10/22 - 02:32:31 | batch update finished 
[SYS] 2024/10/22 - 02:32:41 | batch update started 
[SYS] 2024/10/22 - 02:32:41 | batch update finished 
[SYS] 2024/10/22 - 02:32:51 | batch update started 
[SYS] 2024/10/22 - 02:32:51 | batch update finished 
[SYS] 2024/10/22 - 02:33:01 | batch update started 
[SYS] 2024/10/22 - 02:33:01 | batch update finished 
[SYS] 2024/10/22 - 02:33:11 | batch update started 
[SYS] 2024/10/22 - 02:33:11 | batch update finished 
[SYS] 2024/10/22 - 02:33:21 | batch update started 
[SYS] 2024/10/22 - 02:33:21 | batch update finished 
[SYS] 2024/10/22 - 02:33:31 | batch update started 
[SYS] 2024/10/22 - 02:33:31 | batch update finished 
[SYS] 2024/10/22 - 02:33:41 | batch update started 
[SYS] 2024/10/22 - 02:33:41 | batch update finished 
[SYS] 2024/10/22 - 02:33:51 | batch update started 
[SYS] 2024/10/22 - 02:33:51 | batch update finished 
[SYS] 2024/10/22 - 02:34:01 | batch update started 
[SYS] 2024/10/22 - 02:34:01 | batch update finished 
[SYS] 2024/10/22 - 02:34:11 | batch update started 
[SYS] 2024/10/22 - 02:34:11 | batch update finished 
[SYS] 2024/10/22 - 02:34:21 | batch update started 
[SYS] 2024/10/22 - 02:34:21 | batch update finished 
[SYS] 2024/10/22 - 02:34:31 | batch update started 
[SYS] 2024/10/22 - 02:34:31 | batch update finished 
[SYS] 2024/10/22 - 02:34:41 | batch update started 
[SYS] 2024/10/22 - 02:34:41 | batch update finished 
[SYS] 2024/10/22 - 02:34:51 | batch update started 
[SYS] 2024/10/22 - 02:34:51 | batch update finished 
[SYS] 2024/10/22 - 02:35:01 | batch update started 
[SYS] 2024/10/22 - 02:35:01 | batch update finished 
[SYS] 2024/10/22 - 02:35:11 | batch update started 
[SYS] 2024/10/22 - 02:35:11 | batch update finished 
[SYS] 2024/10/22 - 02:35:21 | batch update started 
[SYS] 2024/10/22 - 02:35:21 | batch update finished 
[SYS] 2024/10/22 - 02:35:31 | batch update started 
[SYS] 2024/10/22 - 02:35:31 | batch update finished 
[SYS] 2024/10/22 - 02:35:41 | batch update started 
[SYS] 2024/10/22 - 02:35:41 | batch update finished 
[SYS] 2024/10/22 - 02:35:51 | batch update started 
[SYS] 2024/10/22 - 02:35:51 | batch update finished 
[SYS] 2024/10/22 - 02:36:01 | batch update started 
[SYS] 2024/10/22 - 02:36:01 | batch update finished 
[SYS] 2024/10/22 - 02:36:11 | batch update started 
[SYS] 2024/10/22 - 02:36:11 | batch update finished 
[SYS] 2024/10/22 - 02:36:21 | batch update started 
[SYS] 2024/10/22 - 02:36:21 | batch update finished 
[SYS] 2024/10/22 - 02:36:31 | batch update started 
[SYS] 2024/10/22 - 02:36:31 | batch update finished 
[SYS] 2024/10/22 - 02:36:41 | batch update started 
[SYS] 2024/10/22 - 02:36:41 | batch update finished 
[SYS] 2024/10/22 - 02:36:51 | batch update started 
[SYS] 2024/10/22 - 02:36:51 | batch update finished 
[SYS] 2024/10/22 - 02:37:01 | batch update started 
[SYS] 2024/10/22 - 02:37:01 | batch update finished 
[SYS] 2024/10/22 - 02:37:11 | batch update started 
[SYS] 2024/10/22 - 02:37:11 | batch update finished 
[SYS] 2024/10/22 - 02:37:21 | batch update started 
[SYS] 2024/10/22 - 02:37:21 | batch update finished 
[SYS] 2024/10/22 - 02:37:31 | batch update started 
[SYS] 2024/10/22 - 02:37:31 | batch update finished 
[SYS] 2024/10/22 - 02:37:41 | batch update started 
[SYS] 2024/10/22 - 02:37:41 | batch update finished 
[SYS] 2024/10/22 - 02:37:51 | batch update started 
[SYS] 2024/10/22 - 02:37:51 | batch update finished 
[SYS] 2024/10/22 - 02:38:01 | batch update started 
[SYS] 2024/10/22 - 02:38:01 | batch update finished 
[SYS] 2024/10/22 - 02:38:11 | batch update started 
[SYS] 2024/10/22 - 02:38:11 | batch update finished 
[SYS] 2024/10/22 - 02:38:21 | batch update started 
[SYS] 2024/10/22 - 02:38:21 | batch update finished 
[SYS] 2024/10/22 - 02:38:31 | batch update started 
[SYS] 2024/10/22 - 02:38:31 | batch update finished 
[SYS] 2024/10/22 - 02:38:41 | batch update started 
[SYS] 2024/10/22 - 02:38:41 | batch update finished 
[SYS] 2024/10/22 - 02:38:51 | batch update started 
[SYS] 2024/10/22 - 02:38:51 | batch update finished 
[SYS] 2024/10/22 - 02:39:01 | batch update started 
[SYS] 2024/10/22 - 02:39:01 | batch update finished 
[SYS] 2024/10/22 - 02:39:11 | batch update started 
[SYS] 2024/10/22 - 02:39:11 | batch update finished 
[SYS] 2024/10/22 - 02:39:21 | batch update started 
[SYS] 2024/10/22 - 02:39:21 | batch update finished 
[SYS] 2024/10/22 - 02:39:31 | syncing channels from database 
[SYS] 2024/10/22 - 02:39:31 | syncing options from database 
[SYS] 2024/10/22 - 02:39:31 | channels synced from database 
[SYS] 2024/10/22 - 02:39:31 | batch update started 
[SYS] 2024/10/22 - 02:39:31 | batch update finished 
[SYS] 2024/10/22 - 02:39:41 | batch update started 
[SYS] 2024/10/22 - 02:39:41 | batch update finished 
[SYS] 2024/10/22 - 02:39:51 | batch update started 
[SYS] 2024/10/22 - 02:39:51 | batch update finished 
[SYS] 2024/10/22 - 02:40:01 | batch update started 
[SYS] 2024/10/22 - 02:40:01 | batch update finished 
[SYS] 2024/10/22 - 02:40:11 | batch update started 
[SYS] 2024/10/22 - 02:40:11 | batch update finished 
[SYS] 2024/10/22 - 02:40:21 | batch update started 
[SYS] 2024/10/22 - 02:40:21 | batch update finished 
[SYS] 2024/10/22 - 02:40:31 | batch update started 
[SYS] 2024/10/22 - 02:40:31 | batch update finished 
[SYS] 2024/10/22 - 02:40:41 | batch update started 
[SYS] 2024/10/22 - 02:40:41 | batch update finished 
[SYS] 2024/10/22 - 02:40:51 | batch update started 
[SYS] 2024/10/22 - 02:40:51 | batch update finished 
[SYS] 2024/10/22 - 02:41:01 | batch update started 
[SYS] 2024/10/22 - 02:41:01 | batch update finished 
[SYS] 2024/10/22 - 02:41:11 | batch update started 
[SYS] 2024/10/22 - 02:41:11 | batch update finished 
[SYS] 2024/10/22 - 02:41:21 | batch update started 
[SYS] 2024/10/22 - 02:41:21 | batch update finished 
[SYS] 2024/10/22 - 02:41:31 | batch update started 
[SYS] 2024/10/22 - 02:41:31 | batch update finished 
[SYS] 2024/10/22 - 02:41:41 | batch update started 
[SYS] 2024/10/22 - 02:41:41 | batch update finished 
[SYS] 2024/10/22 - 02:41:51 | batch update started 
[SYS] 2024/10/22 - 02:41:51 | batch update finished 
[SYS] 2024/10/22 - 02:42:01 | batch update started 
[SYS] 2024/10/22 - 02:42:01 | batch update finished 
[SYS] 2024/10/22 - 02:42:11 | batch update started 
[SYS] 2024/10/22 - 02:42:11 | batch update finished 
[SYS] 2024/10/22 - 02:42:21 | batch update started 
[SYS] 2024/10/22 - 02:42:21 | batch update finished 
[SYS] 2024/10/22 - 02:42:31 | batch update started 
[SYS] 2024/10/22 - 02:42:31 | batch update finished 
[SYS] 2024/10/22 - 02:42:41 | batch update started 
[SYS] 2024/10/22 - 02:42:41 | batch update finished 
[SYS] 2024/10/22 - 02:42:51 | batch update started 
[SYS] 2024/10/22 - 02:42:51 | batch update finished 
[SYS] 2024/10/22 - 02:43:01 | batch update started 
[SYS] 2024/10/22 - 02:43:01 | batch update finished 
[SYS] 2024/10/22 - 02:43:11 | batch update started 
[SYS] 2024/10/22 - 02:43:11 | batch update finished 
[SYS] 2024/10/22 - 02:43:21 | batch update started 
[SYS] 2024/10/22 - 02:43:21 | batch update finished 
[SYS] 2024/10/22 - 02:43:31 | batch update started 
[SYS] 2024/10/22 - 02:43:31 | batch update finished 
[SYS] 2024/10/22 - 02:43:41 | batch update started 
[SYS] 2024/10/22 - 02:43:41 | batch update finished 
[SYS] 2024/10/22 - 02:43:51 | batch update started 
[SYS] 2024/10/22 - 02:43:51 | batch update finished 
[SYS] 2024/10/22 - 02:44:01 | batch update started 
[SYS] 2024/10/22 - 02:44:01 | batch update finished 
[SYS] 2024/10/22 - 02:44:11 | batch update started 
[SYS] 2024/10/22 - 02:44:11 | batch update finished 
[SYS] 2024/10/22 - 02:44:21 | batch update started 
[SYS] 2024/10/22 - 02:44:21 | batch update finished 
[SYS] 2024/10/22 - 02:44:31 | batch update started 
[SYS] 2024/10/22 - 02:44:31 | batch update finished 
[SYS] 2024/10/22 - 02:44:41 | batch update started 
[SYS] 2024/10/22 - 02:44:41 | batch update finished 
[SYS] 2024/10/22 - 02:44:51 | batch update started 
[SYS] 2024/10/22 - 02:44:51 | batch update finished 
[SYS] 2024/10/22 - 02:45:01 | batch update started 
[SYS] 2024/10/22 - 02:45:01 | batch update finished 
[SYS] 2024/10/22 - 02:45:11 | batch update started 
[SYS] 2024/10/22 - 02:45:11 | batch update finished 
[SYS] 2024/10/22 - 02:45:21 | batch update started 
[SYS] 2024/10/22 - 02:45:21 | batch update finished 
[SYS] 2024/10/22 - 02:45:31 | batch update started 
[SYS] 2024/10/22 - 02:45:31 | batch update finished 
[SYS] 2024/10/22 - 02:45:41 | batch update started 
[SYS] 2024/10/22 - 02:45:41 | batch update finished 
[SYS] 2024/10/22 - 02:45:51 | batch update started 
[SYS] 2024/10/22 - 02:45:51 | batch update finished 
[SYS] 2024/10/22 - 02:46:01 | batch update started 
[SYS] 2024/10/22 - 02:46:01 | batch update finished 
[SYS] 2024/10/22 - 02:46:11 | batch update started 
[SYS] 2024/10/22 - 02:46:11 | batch update finished 
[SYS] 2024/10/22 - 02:46:21 | batch update started 
[SYS] 2024/10/22 - 02:46:21 | batch update finished 
[SYS] 2024/10/22 - 02:46:32 | batch update started 
[SYS] 2024/10/22 - 02:46:32 | batch update finished 
[SYS] 2024/10/22 - 02:46:42 | batch update started 
[SYS] 2024/10/22 - 02:46:42 | batch update finished 
[SYS] 2024/10/22 - 02:46:52 | batch update started 
[SYS] 2024/10/22 - 02:46:52 | batch update finished 
[SYS] 2024/10/22 - 02:47:02 | batch update started 
[SYS] 2024/10/22 - 02:47:02 | batch update finished 
[SYS] 2024/10/22 - 02:47:12 | batch update started 
[SYS] 2024/10/22 - 02:47:12 | batch update finished 
[SYS] 2024/10/22 - 02:47:22 | batch update started 
[SYS] 2024/10/22 - 02:47:22 | batch update finished 
[SYS] 2024/10/22 - 02:47:32 | batch update started 
[SYS] 2024/10/22 - 02:47:32 | batch update finished 
[SYS] 2024/10/22 - 02:47:42 | batch update started 
[SYS] 2024/10/22 - 02:47:42 | batch update finished 
[SYS] 2024/10/22 - 02:47:52 | batch update started 
[SYS] 2024/10/22 - 02:47:52 | batch update finished 
[SYS] 2024/10/22 - 02:48:02 | batch update started 
[SYS] 2024/10/22 - 02:48:02 | batch update finished 
[SYS] 2024/10/22 - 02:48:12 | batch update started 
[SYS] 2024/10/22 - 02:48:12 | batch update finished 
[SYS] 2024/10/22 - 02:48:22 | batch update started 
[SYS] 2024/10/22 - 02:48:22 | batch update finished 
[SYS] 2024/10/22 - 02:48:32 | batch update started 
[SYS] 2024/10/22 - 02:48:32 | batch update finished 
[SYS] 2024/10/22 - 02:48:42 | batch update started 
[SYS] 2024/10/22 - 02:48:42 | batch update finished 
[SYS] 2024/10/22 - 02:48:52 | batch update started 
[SYS] 2024/10/22 - 02:48:52 | batch update finished 
[SYS] 2024/10/22 - 02:49:02 | batch update started 
[SYS] 2024/10/22 - 02:49:02 | batch update finished 
[SYS] 2024/10/22 - 02:49:12 | batch update started 
[SYS] 2024/10/22 - 02:49:12 | batch update finished 
[SYS] 2024/10/22 - 02:49:22 | batch update started 
[SYS] 2024/10/22 - 02:49:22 | batch update finished 
[SYS] 2024/10/22 - 02:49:31 | syncing channels from database 
[SYS] 2024/10/22 - 02:49:31 | syncing options from database 
[SYS] 2024/10/22 - 02:49:31 | channels synced from database 
[SYS] 2024/10/22 - 02:49:32 | batch update started 
[SYS] 2024/10/22 - 02:49:32 | batch update finished 
[SYS] 2024/10/22 - 02:49:42 | batch update started 
[SYS] 2024/10/22 - 02:49:42 | batch update finished 
[SYS] 2024/10/22 - 02:49:52 | batch update started 
[SYS] 2024/10/22 - 02:49:52 | batch update finished 
[SYS] 2024/10/22 - 02:50:02 | batch update started 
[SYS] 2024/10/22 - 02:50:02 | batch update finished 
[SYS] 2024/10/22 - 02:50:12 | batch update started 
[SYS] 2024/10/22 - 02:50:12 | batch update finished 
[SYS] 2024/10/22 - 02:50:22 | batch update started 
[SYS] 2024/10/22 - 02:50:22 | batch update finished 
[SYS] 2024/10/22 - 02:50:32 | batch update started 
[SYS] 2024/10/22 - 02:50:32 | batch update finished 
[SYS] 2024/10/22 - 02:50:42 | batch update started 
[SYS] 2024/10/22 - 02:50:42 | batch update finished 
[SYS] 2024/10/22 - 02:50:52 | batch update started 
[SYS] 2024/10/22 - 02:50:52 | batch update finished 
[SYS] 2024/10/22 - 02:51:02 | batch update started 
[SYS] 2024/10/22 - 02:51:02 | batch update finished 
[SYS] 2024/10/22 - 02:51:12 | batch update started 
[SYS] 2024/10/22 - 02:51:12 | batch update finished 
[SYS] 2024/10/22 - 02:51:22 | batch update started 
[SYS] 2024/10/22 - 02:51:22 | batch update finished 
[SYS] 2024/10/22 - 02:51:32 | batch update started 
[SYS] 2024/10/22 - 02:51:32 | batch update finished 
[SYS] 2024/10/22 - 02:51:42 | batch update started 
[SYS] 2024/10/22 - 02:51:42 | batch update finished 
[SYS] 2024/10/22 - 02:51:52 | batch update started 
[SYS] 2024/10/22 - 02:51:52 | batch update finished 
[SYS] 2024/10/22 - 02:52:02 | batch update started 
[SYS] 2024/10/22 - 02:52:02 | batch update finished 
[SYS] 2024/10/22 - 02:52:12 | batch update started 
[SYS] 2024/10/22 - 02:52:12 | batch update finished 
[SYS] 2024/10/22 - 02:52:22 | batch update started 
[SYS] 2024/10/22 - 02:52:22 | batch update finished 
[SYS] 2024/10/22 - 02:52:32 | batch update started 
[SYS] 2024/10/22 - 02:52:32 | batch update finished 
[SYS] 2024/10/22 - 02:52:42 | batch update started 
[SYS] 2024/10/22 - 02:52:42 | batch update finished 
[SYS] 2024/10/22 - 02:52:52 | batch update started 
[SYS] 2024/10/22 - 02:52:52 | batch update finished 
