[SYS] 2024/10/06 - 01:56:09 | One API v0.6.6 started 
[SYS] 2024/10/06 - 01:59:27 | initializing token encoders 
[SYS] 2024/10/06 - 01:59:27 | token encoders initialized 
[SYS] 2024/10/06 - 01:59:37 | batch update started 
[SYS] 2024/10/06 - 01:59:37 | batch update finished 
[SYS] 2024/10/06 - 01:59:47 | batch update started 
[SYS] 2024/10/06 - 01:59:47 | batch update finished 
[SYS] 2024/10/06 - 01:59:57 | batch update started 
[SYS] 2024/10/06 - 01:59:57 | batch update finished 
[SYS] 2024/10/06 - 02:00:07 | batch update started 
[SYS] 2024/10/06 - 02:00:07 | batch update finished 
[SYS] 2024/10/06 - 02:00:17 | batch update started 
[SYS] 2024/10/06 - 02:00:17 | batch update finished 
[SYS] 2024/10/06 - 02:00:27 | batch update started 
[SYS] 2024/10/06 - 02:00:27 | batch update finished 
[SYS] 2024/10/06 - 02:00:37 | batch update started 
[SYS] 2024/10/06 - 02:00:37 | batch update finished 
[SYS] 2024/10/06 - 02:00:47 | batch update started 
[SYS] 2024/10/06 - 02:00:47 | batch update finished 
[SYS] 2024/10/06 - 02:00:57 | batch update started 
[SYS] 2024/10/06 - 02:00:57 | batch update finished 
[SYS] 2024/10/06 - 02:01:07 | batch update started 
[SYS] 2024/10/06 - 02:01:07 | batch update finished 
[SYS] 2024/10/06 - 02:01:17 | batch update started 
[SYS] 2024/10/06 - 02:01:17 | batch update finished 
[SYS] 2024/10/06 - 02:01:27 | batch update started 
[SYS] 2024/10/06 - 02:01:27 | batch update finished 
[SYS] 2024/10/06 - 02:01:37 | batch update started 
[SYS] 2024/10/06 - 02:01:37 | batch update finished 
[SYS] 2024/10/06 - 02:01:47 | batch update started 
[SYS] 2024/10/06 - 02:01:47 | batch update finished 
[SYS] 2024/10/06 - 02:01:57 | batch update started 
[SYS] 2024/10/06 - 02:01:57 | batch update finished 
[SYS] 2024/10/06 - 02:02:07 | batch update started 
[SYS] 2024/10/06 - 02:02:07 | batch update finished 
[SYS] 2024/10/06 - 02:02:17 | batch update started 
[SYS] 2024/10/06 - 02:02:17 | batch update finished 
[SYS] 2024/10/06 - 02:02:27 | batch update started 
[SYS] 2024/10/06 - 02:02:27 | batch update finished 
[SYS] 2024/10/06 - 02:02:37 | batch update started 
[SYS] 2024/10/06 - 02:02:37 | batch update finished 
[SYS] 2024/10/06 - 02:02:47 | batch update started 
[SYS] 2024/10/06 - 02:02:47 | batch update finished 
[SYS] 2024/10/06 - 02:02:57 | batch update started 
[SYS] 2024/10/06 - 02:02:57 | batch update finished 
[SYS] 2024/10/06 - 02:03:07 | batch update started 
[SYS] 2024/10/06 - 02:03:07 | batch update finished 
[SYS] 2024/10/06 - 02:03:17 | batch update started 
[SYS] 2024/10/06 - 02:03:17 | batch update finished 
[SYS] 2024/10/06 - 02:03:27 | batch update started 
[SYS] 2024/10/06 - 02:03:27 | batch update finished 
[SYS] 2024/10/06 - 02:03:37 | batch update started 
[SYS] 2024/10/06 - 02:03:37 | batch update finished 
[SYS] 2024/10/06 - 02:03:47 | batch update started 
[SYS] 2024/10/06 - 02:03:47 | batch update finished 
[SYS] 2024/10/06 - 02:03:57 | batch update started 
[SYS] 2024/10/06 - 02:03:57 | batch update finished 
[SYS] 2024/10/06 - 02:04:07 | batch update started 
[SYS] 2024/10/06 - 02:04:07 | batch update finished 
[SYS] 2024/10/06 - 02:04:17 | batch update started 
[SYS] 2024/10/06 - 02:04:17 | batch update finished 
[SYS] 2024/10/06 - 02:04:27 | batch update started 
[SYS] 2024/10/06 - 02:04:27 | batch update finished 
[SYS] 2024/10/06 - 02:04:37 | batch update started 
[SYS] 2024/10/06 - 02:04:37 | batch update finished 
[SYS] 2024/10/06 - 02:04:47 | batch update started 
[SYS] 2024/10/06 - 02:04:47 | batch update finished 
[SYS] 2024/10/06 - 02:04:57 | batch update started 
[SYS] 2024/10/06 - 02:04:57 | batch update finished 
[SYS] 2024/10/06 - 02:05:07 | batch update started 
[SYS] 2024/10/06 - 02:05:07 | batch update finished 
[SYS] 2024/10/06 - 02:05:17 | batch update started 
[SYS] 2024/10/06 - 02:05:17 | batch update finished 
[SYS] 2024/10/06 - 02:05:27 | batch update started 
[SYS] 2024/10/06 - 02:05:27 | batch update finished 
[SYS] 2024/10/06 - 02:05:37 | batch update started 
[SYS] 2024/10/06 - 02:05:37 | batch update finished 
[SYS] 2024/10/06 - 02:05:47 | batch update started 
[SYS] 2024/10/06 - 02:05:47 | batch update finished 
[SYS] 2024/10/06 - 02:05:57 | batch update started 
[SYS] 2024/10/06 - 02:05:57 | batch update finished 
[SYS] 2024/10/06 - 02:06:07 | batch update started 
[SYS] 2024/10/06 - 02:06:07 | batch update finished 
[SYS] 2024/10/06 - 02:06:17 | batch update started 
[SYS] 2024/10/06 - 02:06:17 | batch update finished 
[SYS] 2024/10/06 - 02:06:27 | batch update started 
[SYS] 2024/10/06 - 02:06:27 | batch update finished 
[SYS] 2024/10/06 - 02:06:37 | batch update started 
[SYS] 2024/10/06 - 02:06:37 | batch update finished 
[SYS] 2024/10/06 - 02:06:47 | batch update started 
[SYS] 2024/10/06 - 02:06:47 | batch update finished 
[SYS] 2024/10/06 - 02:06:57 | batch update started 
[SYS] 2024/10/06 - 02:06:57 | batch update finished 
[SYS] 2024/10/06 - 02:07:07 | batch update started 
[SYS] 2024/10/06 - 02:07:07 | batch update finished 
[SYS] 2024/10/06 - 02:07:17 | batch update started 
[SYS] 2024/10/06 - 02:07:17 | batch update finished 
[SYS] 2024/10/06 - 02:07:27 | batch update started 
[SYS] 2024/10/06 - 02:07:27 | batch update finished 
[SYS] 2024/10/06 - 02:07:37 | batch update started 
[SYS] 2024/10/06 - 02:07:37 | batch update finished 
[SYS] 2024/10/06 - 02:07:47 | batch update started 
[SYS] 2024/10/06 - 02:07:47 | batch update finished 
[SYS] 2024/10/06 - 02:07:57 | batch update started 
[SYS] 2024/10/06 - 02:07:57 | batch update finished 
[SYS] 2024/10/06 - 02:08:07 | batch update started 
[SYS] 2024/10/06 - 02:08:07 | batch update finished 
[SYS] 2024/10/06 - 02:08:17 | batch update started 
[SYS] 2024/10/06 - 02:08:17 | batch update finished 
[SYS] 2024/10/06 - 02:08:28 | batch update started 
[SYS] 2024/10/06 - 02:08:28 | batch update finished 
[SYS] 2024/10/06 - 02:08:38 | batch update started 
[SYS] 2024/10/06 - 02:08:38 | batch update finished 
[SYS] 2024/10/06 - 02:08:48 | batch update started 
[SYS] 2024/10/06 - 02:08:48 | batch update finished 
[SYS] 2024/10/06 - 02:08:58 | batch update started 
[SYS] 2024/10/06 - 02:08:58 | batch update finished 
[SYS] 2024/10/06 - 02:09:08 | batch update started 
[SYS] 2024/10/06 - 02:09:08 | batch update finished 
[SYS] 2024/10/06 - 02:09:18 | batch update started 
[SYS] 2024/10/06 - 02:09:18 | batch update finished 
[SYS] 2024/10/06 - 02:09:27 | syncing channels from database 
[SYS] 2024/10/06 - 02:09:27 | syncing options from database 
[SYS] 2024/10/06 - 02:09:27 | channels synced from database 
[SYS] 2024/10/06 - 02:09:28 | batch update started 
[SYS] 2024/10/06 - 02:09:28 | batch update finished 
[SYS] 2024/10/06 - 02:09:38 | batch update started 
[SYS] 2024/10/06 - 02:09:38 | batch update finished 
[SYS] 2024/10/06 - 02:09:48 | batch update started 
[SYS] 2024/10/06 - 02:09:48 | batch update finished 
[SYS] 2024/10/06 - 02:09:58 | batch update started 
[SYS] 2024/10/06 - 02:09:58 | batch update finished 
[SYS] 2024/10/06 - 02:10:08 | batch update started 
[SYS] 2024/10/06 - 02:10:08 | batch update finished 
[SYS] 2024/10/06 - 02:10:18 | batch update started 
[SYS] 2024/10/06 - 02:10:18 | batch update finished 
[SYS] 2024/10/06 - 02:10:28 | batch update started 
[SYS] 2024/10/06 - 02:10:28 | batch update finished 
[SYS] 2024/10/06 - 02:10:38 | batch update started 
[SYS] 2024/10/06 - 02:10:38 | batch update finished 
[SYS] 2024/10/06 - 02:10:48 | batch update started 
[SYS] 2024/10/06 - 02:10:48 | batch update finished 
[SYS] 2024/10/06 - 02:10:58 | batch update started 
[SYS] 2024/10/06 - 02:10:58 | batch update finished 
[SYS] 2024/10/06 - 02:11:08 | batch update started 
[SYS] 2024/10/06 - 02:11:08 | batch update finished 
[SYS] 2024/10/06 - 02:11:18 | batch update started 
[SYS] 2024/10/06 - 02:11:18 | batch update finished 
[SYS] 2024/10/06 - 02:11:28 | batch update started 
[SYS] 2024/10/06 - 02:11:28 | batch update finished 
[SYS] 2024/10/06 - 02:11:38 | batch update started 
[SYS] 2024/10/06 - 02:11:38 | batch update finished 
[SYS] 2024/10/06 - 02:11:48 | batch update started 
[SYS] 2024/10/06 - 02:11:48 | batch update finished 
[SYS] 2024/10/06 - 02:11:58 | batch update started 
[SYS] 2024/10/06 - 02:11:58 | batch update finished 
[SYS] 2024/10/06 - 02:12:08 | batch update started 
[SYS] 2024/10/06 - 02:12:08 | batch update finished 
[SYS] 2024/10/06 - 02:12:18 | batch update started 
[SYS] 2024/10/06 - 02:12:18 | batch update finished 
[SYS] 2024/10/06 - 02:12:28 | batch update started 
[SYS] 2024/10/06 - 02:12:28 | batch update finished 
[SYS] 2024/10/06 - 02:12:38 | batch update started 
[SYS] 2024/10/06 - 02:12:38 | batch update finished 
[SYS] 2024/10/06 - 02:12:48 | batch update started 
[SYS] 2024/10/06 - 02:12:48 | batch update finished 
[SYS] 2024/10/06 - 02:12:58 | batch update started 
[SYS] 2024/10/06 - 02:12:58 | batch update finished 
[SYS] 2024/10/06 - 02:13:08 | batch update started 
[SYS] 2024/10/06 - 02:13:08 | batch update finished 
[SYS] 2024/10/06 - 02:13:18 | batch update started 
[SYS] 2024/10/06 - 02:13:18 | batch update finished 
[SYS] 2024/10/06 - 02:13:28 | batch update started 
[SYS] 2024/10/06 - 02:13:28 | batch update finished 
[SYS] 2024/10/06 - 02:13:38 | batch update started 
[SYS] 2024/10/06 - 02:13:38 | batch update finished 
[SYS] 2024/10/06 - 02:13:48 | batch update started 
[SYS] 2024/10/06 - 02:13:48 | batch update finished 
[SYS] 2024/10/06 - 02:13:58 | batch update started 
[SYS] 2024/10/06 - 02:13:58 | batch update finished 
[SYS] 2024/10/06 - 02:14:08 | batch update started 
[SYS] 2024/10/06 - 02:14:08 | batch update finished 
[SYS] 2024/10/06 - 02:14:18 | batch update started 
[SYS] 2024/10/06 - 02:14:18 | batch update finished 
[SYS] 2024/10/06 - 02:14:28 | batch update started 
[SYS] 2024/10/06 - 02:14:28 | batch update finished 
[SYS] 2024/10/06 - 02:14:38 | batch update started 
[SYS] 2024/10/06 - 02:14:38 | batch update finished 
[SYS] 2024/10/06 - 02:14:48 | batch update started 
[SYS] 2024/10/06 - 02:14:48 | batch update finished 
[SYS] 2024/10/06 - 02:14:58 | batch update started 
[SYS] 2024/10/06 - 02:14:58 | batch update finished 
[SYS] 2024/10/06 - 02:15:08 | batch update started 
[SYS] 2024/10/06 - 02:15:08 | batch update finished 
[SYS] 2024/10/06 - 02:15:18 | batch update started 
[SYS] 2024/10/06 - 02:15:18 | batch update finished 
[SYS] 2024/10/06 - 02:15:28 | batch update started 
[SYS] 2024/10/06 - 02:15:28 | batch update finished 
[SYS] 2024/10/06 - 02:15:38 | batch update started 
[SYS] 2024/10/06 - 02:15:38 | batch update finished 
[SYS] 2024/10/06 - 02:15:48 | batch update started 
[SYS] 2024/10/06 - 02:15:48 | batch update finished 
[SYS] 2024/10/06 - 02:15:58 | batch update started 
[SYS] 2024/10/06 - 02:15:58 | batch update finished 
[SYS] 2024/10/06 - 02:16:08 | batch update started 
[SYS] 2024/10/06 - 02:16:08 | batch update finished 
[SYS] 2024/10/06 - 02:16:18 | batch update started 
[SYS] 2024/10/06 - 02:16:18 | batch update finished 
[SYS] 2024/10/06 - 02:16:28 | batch update started 
[SYS] 2024/10/06 - 02:16:28 | batch update finished 
[SYS] 2024/10/06 - 02:16:38 | batch update started 
[SYS] 2024/10/06 - 02:16:38 | batch update finished 
[SYS] 2024/10/06 - 02:16:48 | batch update started 
[SYS] 2024/10/06 - 02:16:48 | batch update finished 
[SYS] 2024/10/06 - 02:16:58 | batch update started 
[SYS] 2024/10/06 - 02:16:58 | batch update finished 
[SYS] 2024/10/06 - 02:17:08 | batch update started 
[SYS] 2024/10/06 - 02:17:08 | batch update finished 
[SYS] 2024/10/06 - 02:17:18 | batch update started 
[SYS] 2024/10/06 - 02:17:18 | batch update finished 
[SYS] 2024/10/06 - 02:17:28 | batch update started 
[SYS] 2024/10/06 - 02:17:28 | batch update finished 
[SYS] 2024/10/06 - 02:17:38 | batch update started 
[SYS] 2024/10/06 - 02:17:38 | batch update finished 
[SYS] 2024/10/06 - 02:17:48 | batch update started 
[SYS] 2024/10/06 - 02:17:48 | batch update finished 
[SYS] 2024/10/06 - 02:17:58 | batch update started 
[SYS] 2024/10/06 - 02:17:58 | batch update finished 
[SYS] 2024/10/06 - 02:18:08 | batch update started 
[SYS] 2024/10/06 - 02:18:08 | batch update finished 
[SYS] 2024/10/06 - 02:18:18 | batch update started 
[SYS] 2024/10/06 - 02:18:18 | batch update finished 
[SYS] 2024/10/06 - 02:18:28 | batch update started 
[SYS] 2024/10/06 - 02:18:28 | batch update finished 
[SYS] 2024/10/06 - 02:18:38 | batch update started 
[SYS] 2024/10/06 - 02:18:38 | batch update finished 
[SYS] 2024/10/06 - 02:18:48 | batch update started 
[SYS] 2024/10/06 - 02:18:48 | batch update finished 
[SYS] 2024/10/06 - 02:18:58 | batch update started 
[SYS] 2024/10/06 - 02:18:58 | batch update finished 
[SYS] 2024/10/06 - 02:19:08 | batch update started 
[SYS] 2024/10/06 - 02:19:08 | batch update finished 
[SYS] 2024/10/06 - 02:19:18 | batch update started 
[SYS] 2024/10/06 - 02:19:18 | batch update finished 
[SYS] 2024/10/06 - 02:19:27 | syncing channels from database 
[SYS] 2024/10/06 - 02:19:27 | syncing options from database 
[SYS] 2024/10/06 - 02:19:27 | channels synced from database 
[SYS] 2024/10/06 - 02:19:28 | batch update started 
[SYS] 2024/10/06 - 02:19:28 | batch update finished 
[SYS] 2024/10/06 - 02:19:38 | batch update started 
[SYS] 2024/10/06 - 02:19:38 | batch update finished 
[SYS] 2024/10/06 - 02:19:48 | batch update started 
[SYS] 2024/10/06 - 02:19:48 | batch update finished 
[SYS] 2024/10/06 - 02:19:58 | batch update started 
[SYS] 2024/10/06 - 02:19:58 | batch update finished 
[SYS] 2024/10/06 - 02:20:08 | batch update started 
[SYS] 2024/10/06 - 02:20:08 | batch update finished 
[SYS] 2024/10/06 - 02:20:18 | batch update started 
[SYS] 2024/10/06 - 02:20:18 | batch update finished 
[SYS] 2024/10/06 - 02:20:28 | batch update started 
[SYS] 2024/10/06 - 02:20:28 | batch update finished 
[SYS] 2024/10/06 - 02:20:38 | batch update started 
[SYS] 2024/10/06 - 02:20:38 | batch update finished 
[SYS] 2024/10/06 - 02:20:48 | batch update started 
[SYS] 2024/10/06 - 02:20:48 | batch update finished 
[SYS] 2024/10/06 - 02:20:58 | batch update started 
[SYS] 2024/10/06 - 02:20:58 | batch update finished 
[SYS] 2024/10/06 - 02:21:08 | batch update started 
[SYS] 2024/10/06 - 02:21:08 | batch update finished 
[SYS] 2024/10/06 - 02:21:18 | batch update started 
[SYS] 2024/10/06 - 02:21:18 | batch update finished 
[SYS] 2024/10/06 - 02:21:28 | batch update started 
[SYS] 2024/10/06 - 02:21:28 | batch update finished 
[SYS] 2024/10/06 - 02:21:38 | batch update started 
[SYS] 2024/10/06 - 02:21:38 | batch update finished 
[SYS] 2024/10/06 - 02:21:48 | batch update started 
[SYS] 2024/10/06 - 02:21:48 | batch update finished 
[SYS] 2024/10/06 - 02:21:58 | batch update started 
[SYS] 2024/10/06 - 02:21:58 | batch update finished 
[SYS] 2024/10/06 - 02:22:08 | batch update started 
[SYS] 2024/10/06 - 02:22:08 | batch update finished 
[SYS] 2024/10/06 - 02:22:18 | batch update started 
[SYS] 2024/10/06 - 02:22:18 | batch update finished 
[SYS] 2024/10/06 - 02:22:28 | batch update started 
[SYS] 2024/10/06 - 02:22:28 | batch update finished 
[SYS] 2024/10/06 - 02:22:38 | batch update started 
[SYS] 2024/10/06 - 02:22:38 | batch update finished 
[SYS] 2024/10/06 - 02:22:48 | batch update started 
[SYS] 2024/10/06 - 02:22:48 | batch update finished 
[SYS] 2024/10/06 - 02:22:58 | batch update started 
[SYS] 2024/10/06 - 02:22:58 | batch update finished 
[SYS] 2024/10/06 - 02:23:08 | batch update started 
[SYS] 2024/10/06 - 02:23:08 | batch update finished 
[SYS] 2024/10/06 - 02:23:18 | batch update started 
[SYS] 2024/10/06 - 02:23:18 | batch update finished 
[SYS] 2024/10/06 - 02:23:28 | batch update started 
[SYS] 2024/10/06 - 02:23:28 | batch update finished 
[SYS] 2024/10/06 - 02:23:38 | batch update started 
[SYS] 2024/10/06 - 02:23:38 | batch update finished 
[SYS] 2024/10/06 - 02:23:48 | batch update started 
[SYS] 2024/10/06 - 02:23:48 | batch update finished 
[SYS] 2024/10/06 - 02:23:58 | batch update started 
[SYS] 2024/10/06 - 02:23:58 | batch update finished 
[SYS] 2024/10/06 - 02:24:08 | batch update started 
[SYS] 2024/10/06 - 02:24:08 | batch update finished 
[SYS] 2024/10/06 - 02:24:18 | batch update started 
[SYS] 2024/10/06 - 02:24:18 | batch update finished 
[SYS] 2024/10/06 - 02:24:28 | batch update started 
[SYS] 2024/10/06 - 02:24:28 | batch update finished 
[SYS] 2024/10/06 - 02:24:38 | batch update started 
[SYS] 2024/10/06 - 02:24:38 | batch update finished 
[SYS] 2024/10/06 - 02:24:48 | batch update started 
[SYS] 2024/10/06 - 02:24:48 | batch update finished 
[SYS] 2024/10/06 - 02:24:58 | batch update started 
[SYS] 2024/10/06 - 02:24:58 | batch update finished 
[SYS] 2024/10/06 - 02:25:08 | batch update started 
[SYS] 2024/10/06 - 02:25:08 | batch update finished 
[SYS] 2024/10/06 - 02:25:18 | batch update started 
[SYS] 2024/10/06 - 02:25:18 | batch update finished 
[SYS] 2024/10/06 - 02:25:28 | batch update started 
[SYS] 2024/10/06 - 02:25:28 | batch update finished 
[SYS] 2024/10/06 - 02:25:38 | batch update started 
[SYS] 2024/10/06 - 02:25:38 | batch update finished 
[SYS] 2024/10/06 - 02:25:48 | batch update started 
[SYS] 2024/10/06 - 02:25:48 | batch update finished 
[SYS] 2024/10/06 - 02:25:58 | batch update started 
[SYS] 2024/10/06 - 02:25:58 | batch update finished 
[SYS] 2024/10/06 - 02:26:08 | batch update started 
[SYS] 2024/10/06 - 02:26:08 | batch update finished 
[SYS] 2024/10/06 - 02:26:18 | batch update started 
[SYS] 2024/10/06 - 02:26:18 | batch update finished 
[SYS] 2024/10/06 - 02:26:28 | batch update started 
[SYS] 2024/10/06 - 02:26:28 | batch update finished 
[SYS] 2024/10/06 - 02:26:38 | batch update started 
[SYS] 2024/10/06 - 02:26:38 | batch update finished 
[SYS] 2024/10/06 - 02:26:48 | batch update started 
[SYS] 2024/10/06 - 02:26:48 | batch update finished 
[SYS] 2024/10/06 - 02:26:58 | batch update started 
[SYS] 2024/10/06 - 02:26:58 | batch update finished 
[SYS] 2024/10/06 - 02:27:08 | batch update started 
[SYS] 2024/10/06 - 02:27:08 | batch update finished 
[SYS] 2024/10/06 - 02:27:18 | batch update started 
[SYS] 2024/10/06 - 02:27:18 | batch update finished 
[SYS] 2024/10/06 - 02:27:28 | batch update started 
[SYS] 2024/10/06 - 02:27:28 | batch update finished 
[SYS] 2024/10/06 - 02:27:38 | batch update started 
[SYS] 2024/10/06 - 02:27:38 | batch update finished 
[SYS] 2024/10/06 - 02:27:48 | batch update started 
[SYS] 2024/10/06 - 02:27:48 | batch update finished 
[SYS] 2024/10/06 - 02:27:58 | batch update started 
[SYS] 2024/10/06 - 02:27:58 | batch update finished 
[SYS] 2024/10/06 - 02:28:08 | batch update started 
[SYS] 2024/10/06 - 02:28:08 | batch update finished 
[SYS] 2024/10/06 - 02:28:18 | batch update started 
[SYS] 2024/10/06 - 02:28:18 | batch update finished 
[SYS] 2024/10/06 - 02:28:28 | batch update started 
[SYS] 2024/10/06 - 02:28:28 | batch update finished 
[SYS] 2024/10/06 - 02:28:38 | batch update started 
[SYS] 2024/10/06 - 02:28:38 | batch update finished 
[SYS] 2024/10/06 - 02:28:48 | batch update started 
[SYS] 2024/10/06 - 02:28:48 | batch update finished 
[SYS] 2024/10/06 - 02:28:58 | batch update started 
[SYS] 2024/10/06 - 02:28:58 | batch update finished 
[SYS] 2024/10/06 - 02:29:08 | batch update started 
[SYS] 2024/10/06 - 02:29:08 | batch update finished 
[SYS] 2024/10/06 - 02:29:18 | batch update started 
[SYS] 2024/10/06 - 02:29:18 | batch update finished 
[SYS] 2024/10/06 - 02:29:27 | syncing channels from database 
[SYS] 2024/10/06 - 02:29:27 | syncing options from database 
[SYS] 2024/10/06 - 02:29:27 | channels synced from database 
[SYS] 2024/10/06 - 02:29:28 | batch update started 
[SYS] 2024/10/06 - 02:29:28 | batch update finished 
[SYS] 2024/10/06 - 02:29:38 | batch update started 
[SYS] 2024/10/06 - 02:29:38 | batch update finished 
[SYS] 2024/10/06 - 02:29:48 | batch update started 
[SYS] 2024/10/06 - 02:29:48 | batch update finished 
[SYS] 2024/10/06 - 02:29:58 | batch update started 
[SYS] 2024/10/06 - 02:29:58 | batch update finished 
[SYS] 2024/10/06 - 02:30:08 | batch update started 
[SYS] 2024/10/06 - 02:30:08 | batch update finished 
[SYS] 2024/10/06 - 02:30:18 | batch update started 
[SYS] 2024/10/06 - 02:30:18 | batch update finished 
[SYS] 2024/10/06 - 02:30:28 | batch update started 
[SYS] 2024/10/06 - 02:30:28 | batch update finished 
[SYS] 2024/10/06 - 02:30:38 | batch update started 
[SYS] 2024/10/06 - 02:30:38 | batch update finished 
[SYS] 2024/10/06 - 02:30:48 | batch update started 
[SYS] 2024/10/06 - 02:30:48 | batch update finished 
[SYS] 2024/10/06 - 02:30:58 | batch update started 
[SYS] 2024/10/06 - 02:30:58 | batch update finished 
[SYS] 2024/10/06 - 02:31:08 | batch update started 
[SYS] 2024/10/06 - 02:31:08 | batch update finished 
[SYS] 2024/10/06 - 02:31:18 | batch update started 
[SYS] 2024/10/06 - 02:31:18 | batch update finished 
[SYS] 2024/10/06 - 02:31:28 | batch update started 
[SYS] 2024/10/06 - 02:31:28 | batch update finished 
[SYS] 2024/10/06 - 02:31:38 | batch update started 
[SYS] 2024/10/06 - 02:31:38 | batch update finished 
[SYS] 2024/10/06 - 02:31:48 | batch update started 
[SYS] 2024/10/06 - 02:31:48 | batch update finished 
[SYS] 2024/10/06 - 02:31:58 | batch update started 
[SYS] 2024/10/06 - 02:31:58 | batch update finished 
[SYS] 2024/10/06 - 02:32:09 | batch update started 
[SYS] 2024/10/06 - 02:32:09 | batch update finished 
[SYS] 2024/10/06 - 02:32:19 | batch update started 
[SYS] 2024/10/06 - 02:32:19 | batch update finished 
[SYS] 2024/10/06 - 02:32:29 | batch update started 
[SYS] 2024/10/06 - 02:32:29 | batch update finished 
[SYS] 2024/10/06 - 02:32:39 | batch update started 
[SYS] 2024/10/06 - 02:32:39 | batch update finished 
[SYS] 2024/10/06 - 02:32:49 | batch update started 
[SYS] 2024/10/06 - 02:32:49 | batch update finished 
[SYS] 2024/10/06 - 02:32:59 | batch update started 
[SYS] 2024/10/06 - 02:32:59 | batch update finished 
[SYS] 2024/10/06 - 02:33:09 | batch update started 
[SYS] 2024/10/06 - 02:33:09 | batch update finished 
[SYS] 2024/10/06 - 02:33:19 | batch update started 
[SYS] 2024/10/06 - 02:33:19 | batch update finished 
[SYS] 2024/10/06 - 02:33:29 | batch update started 
