[SYS] 2024/10/21 - 09:09:50 | One API v0.6.6 started 
[SYS] 2024/10/21 - 09:25:13 | batch update finished 
[SYS] 2024/10/21 - 09:25:23 | batch update started 
[SYS] 2024/10/21 - 09:25:23 | batch update finished 
[SYS] 2024/10/21 - 09:25:33 | batch update started 
[SYS] 2024/10/21 - 09:25:33 | batch update finished 
[SYS] 2024/10/21 - 09:25:43 | batch update started 
[SYS] 2024/10/21 - 09:25:43 | batch update finished 
[SYS] 2024/10/21 - 09:25:53 | batch update started 
[SYS] 2024/10/21 - 09:25:53 | batch update finished 
[SYS] 2024/10/21 - 09:26:03 | batch update started 
[SYS] 2024/10/21 - 09:26:03 | batch update finished 
[SYS] 2024/10/21 - 09:26:13 | batch update started 
[SYS] 2024/10/21 - 09:26:13 | batch update finished 
[SYS] 2024/10/21 - 09:26:23 | batch update started 
[SYS] 2024/10/21 - 09:26:23 | batch update finished 
[SYS] 2024/10/21 - 09:26:33 | batch update started 
[SYS] 2024/10/21 - 09:26:33 | batch update finished 
[SYS] 2024/10/21 - 09:26:43 | batch update started 
[SYS] 2024/10/21 - 09:26:43 | batch update finished 
[SYS] 2024/10/21 - 09:26:53 | batch update started 
[SYS] 2024/10/21 - 09:26:53 | batch update finished 
[SYS] 2024/10/21 - 09:27:03 | batch update started 
[SYS] 2024/10/21 - 09:27:03 | batch update finished 
[SYS] 2024/10/21 - 09:27:13 | batch update started 
[SYS] 2024/10/21 - 09:27:13 | batch update finished 
[SYS] 2024/10/21 - 09:27:23 | batch update started 
[SYS] 2024/10/21 - 09:27:23 | batch update finished 
[SYS] 2024/10/21 - 09:27:33 | batch update started 
[SYS] 2024/10/21 - 09:27:33 | batch update finished 
[SYS] 2024/10/21 - 09:27:43 | batch update started 
[SYS] 2024/10/21 - 09:27:43 | batch update finished 
[SYS] 2024/10/21 - 09:27:53 | batch update started 
[SYS] 2024/10/21 - 09:27:53 | batch update finished 
[SYS] 2024/10/21 - 09:28:03 | batch update started 
[SYS] 2024/10/21 - 09:28:03 | batch update finished 
[SYS] 2024/10/21 - 09:28:13 | batch update started 
[SYS] 2024/10/21 - 09:28:13 | batch update finished 
[SYS] 2024/10/21 - 09:28:23 | batch update started 
[SYS] 2024/10/21 - 09:28:23 | batch update finished 
[SYS] 2024/10/21 - 09:28:33 | batch update started 
[SYS] 2024/10/21 - 09:28:33 | batch update finished 
[SYS] 2024/10/21 - 09:28:43 | batch update started 
[SYS] 2024/10/21 - 09:28:43 | batch update finished 
[SYS] 2024/10/21 - 09:28:53 | batch update started 
[SYS] 2024/10/21 - 09:28:53 | batch update finished 
[SYS] 2024/10/21 - 09:29:03 | batch update started 
[SYS] 2024/10/21 - 09:29:03 | batch update finished 
[SYS] 2024/10/21 - 09:29:13 | batch update started 
[SYS] 2024/10/21 - 09:29:13 | batch update finished 
[SYS] 2024/10/21 - 09:29:23 | batch update started 
[SYS] 2024/10/21 - 09:29:23 | batch update finished 
[SYS] 2024/10/21 - 09:29:33 | batch update started 
[SYS] 2024/10/21 - 09:29:33 | batch update finished 
[SYS] 2024/10/21 - 09:29:43 | batch update started 
[SYS] 2024/10/21 - 09:29:43 | batch update finished 
[SYS] 2024/10/21 - 09:29:53 | syncing channels from database 
[SYS] 2024/10/21 - 09:29:53 | syncing options from database 
[SYS] 2024/10/21 - 09:29:53 | channels synced from database 
[SYS] 2024/10/21 - 09:29:53 | batch update started 
[SYS] 2024/10/21 - 09:29:53 | batch update finished 
[SYS] 2024/10/21 - 09:30:03 | batch update started 
[SYS] 2024/10/21 - 09:30:03 | batch update finished 
[SYS] 2024/10/21 - 09:30:13 | batch update started 
[SYS] 2024/10/21 - 09:30:13 | batch update finished 
[SYS] 2024/10/21 - 09:30:23 | batch update started 
[SYS] 2024/10/21 - 09:30:23 | batch update finished 
[SYS] 2024/10/21 - 09:30:33 | batch update started 
[SYS] 2024/10/21 - 09:30:33 | batch update finished 
[SYS] 2024/10/21 - 09:30:43 | batch update started 
[SYS] 2024/10/21 - 09:30:43 | batch update finished 
[SYS] 2024/10/21 - 09:30:53 | batch update started 
[SYS] 2024/10/21 - 09:30:53 | batch update finished 
[SYS] 2024/10/21 - 09:31:03 | batch update started 
[SYS] 2024/10/21 - 09:31:03 | batch update finished 
[SYS] 2024/10/21 - 09:31:13 | batch update started 
[SYS] 2024/10/21 - 09:31:13 | batch update finished 
[SYS] 2024/10/21 - 09:31:23 | batch update started 
[SYS] 2024/10/21 - 09:31:23 | batch update finished 
[SYS] 2024/10/21 - 09:31:33 | batch update started 
[SYS] 2024/10/21 - 09:31:33 | batch update finished 
[SYS] 2024/10/21 - 09:31:43 | batch update started 
[SYS] 2024/10/21 - 09:31:43 | batch update finished 
[SYS] 2024/10/21 - 09:31:53 | batch update started 
[SYS] 2024/10/21 - 09:31:53 | batch update finished 
[SYS] 2024/10/21 - 09:32:03 | batch update started 
[SYS] 2024/10/21 - 09:32:03 | batch update finished 
[SYS] 2024/10/21 - 09:32:13 | batch update started 
[SYS] 2024/10/21 - 09:32:13 | batch update finished 
[SYS] 2024/10/21 - 09:32:23 | batch update started 
[SYS] 2024/10/21 - 09:32:23 | batch update finished 
[SYS] 2024/10/21 - 09:32:33 | batch update started 
[SYS] 2024/10/21 - 09:32:33 | batch update finished 
[SYS] 2024/10/21 - 09:32:43 | model ratio not found: glm4 
[INFO] 2024/10/21 - 09:32:43 | 2024102109324370478640609589057 | user 1 has enough quota 499999999550509, trusted and no need to pre-consume 
[SYS] 2024/10/21 - 09:32:43 | batch update started 
[SYS] 2024/10/21 - 09:32:43 | batch update finished 
[GIN] 2024/10/21 - 09:32:52 | 2024102109324370478640609589057 | 200 |  8.327510936s |      172.18.0.1 |    POST /v1/chat/completions
[INFO] 2024/10/21 - 09:32:52 | 2024102109324370478640609589057 | record consume log: userId=1, channelId=4, promptTokens=412, completionTokens=51, modelName=glm4, tokenName=Initial Root Token, quota=13890, content=模型倍率 30.00，分组倍率 1.00，补全倍率 1.00 
[SYS] 2024/10/21 - 09:32:53 | batch update started 
[SYS] 2024/10/21 - 09:32:53 | batch update finished 
[SYS] 2024/10/21 - 09:33:03 | batch update started 
[SYS] 2024/10/21 - 09:33:03 | batch update finished 
[SYS] 2024/10/21 - 09:33:13 | batch update started 
[SYS] 2024/10/21 - 09:33:13 | batch update finished 
[SYS] 2024/10/21 - 09:33:23 | batch update started 
[SYS] 2024/10/21 - 09:33:23 | batch update finished 
[SYS] 2024/10/21 - 09:33:33 | batch update started 
[SYS] 2024/10/21 - 09:33:33 | batch update finished 
[SYS] 2024/10/21 - 09:33:43 | batch update started 
[SYS] 2024/10/21 - 09:33:43 | batch update finished 
[SYS] 2024/10/21 - 09:33:53 | batch update started 
[SYS] 2024/10/21 - 09:33:53 | batch update finished 
[SYS] 2024/10/21 - 09:34:03 | batch update started 
[SYS] 2024/10/21 - 09:34:03 | batch update finished 
[SYS] 2024/10/21 - 09:34:13 | batch update started 
[SYS] 2024/10/21 - 09:34:13 | batch update finished 
[SYS] 2024/10/21 - 09:34:23 | batch update started 
[SYS] 2024/10/21 - 09:34:23 | batch update finished 
[SYS] 2024/10/21 - 09:34:33 | batch update started 
[SYS] 2024/10/21 - 09:34:33 | batch update finished 
[SYS] 2024/10/21 - 09:34:43 | batch update started 
[SYS] 2024/10/21 - 09:34:43 | batch update finished 
[SYS] 2024/10/21 - 09:34:53 | batch update started 
[SYS] 2024/10/21 - 09:34:53 | batch update finished 
[SYS] 2024/10/21 - 09:35:03 | batch update started 
[SYS] 2024/10/21 - 09:35:03 | batch update finished 
[SYS] 2024/10/21 - 09:35:13 | batch update started 
[SYS] 2024/10/21 - 09:35:13 | batch update finished 
[SYS] 2024/10/21 - 09:35:23 | batch update started 
[SYS] 2024/10/21 - 09:35:23 | batch update finished 
[SYS] 2024/10/21 - 09:35:33 | batch update started 
[SYS] 2024/10/21 - 09:35:33 | batch update finished 
[SYS] 2024/10/21 - 09:35:43 | batch update started 
[SYS] 2024/10/21 - 09:35:43 | batch update finished 
[SYS] 2024/10/21 - 09:35:53 | batch update started 
[SYS] 2024/10/21 - 09:35:53 | batch update finished 
[SYS] 2024/10/21 - 09:36:03 | batch update started 
[SYS] 2024/10/21 - 09:36:03 | batch update finished 
[SYS] 2024/10/21 - 09:36:13 | batch update started 
[SYS] 2024/10/21 - 09:36:13 | batch update finished 
[SYS] 2024/10/21 - 09:36:23 | batch update started 
[SYS] 2024/10/21 - 09:36:23 | batch update finished 
[SYS] 2024/10/21 - 09:36:33 | batch update started 
[SYS] 2024/10/21 - 09:36:33 | batch update finished 
[SYS] 2024/10/21 - 09:36:44 | batch update started 
[SYS] 2024/10/21 - 09:36:44 | batch update finished 
[SYS] 2024/10/21 - 09:36:54 | batch update started 
[SYS] 2024/10/21 - 09:36:54 | batch update finished 
[SYS] 2024/10/21 - 09:37:04 | batch update started 
[SYS] 2024/10/21 - 09:37:04 | batch update finished 
[SYS] 2024/10/21 - 09:37:14 | batch update started 
[SYS] 2024/10/21 - 09:37:14 | batch update finished 
[SYS] 2024/10/21 - 09:37:24 | batch update started 
[SYS] 2024/10/21 - 09:37:24 | batch update finished 
[SYS] 2024/10/21 - 09:37:34 | batch update started 
[SYS] 2024/10/21 - 09:37:34 | batch update finished 
[SYS] 2024/10/21 - 09:37:44 | batch update started 
[SYS] 2024/10/21 - 09:37:44 | batch update finished 
[SYS] 2024/10/21 - 09:37:54 | batch update started 
[SYS] 2024/10/21 - 09:37:54 | batch update finished 
[SYS] 2024/10/21 - 09:38:04 | batch update started 
[SYS] 2024/10/21 - 09:38:04 | batch update finished 
[SYS] 2024/10/21 - 09:38:14 | batch update started 
[SYS] 2024/10/21 - 09:38:14 | batch update finished 
[SYS] 2024/10/21 - 09:38:24 | batch update started 
[SYS] 2024/10/21 - 09:38:24 | batch update finished 
[SYS] 2024/10/21 - 09:38:34 | batch update started 
[SYS] 2024/10/21 - 09:38:34 | batch update finished 
[SYS] 2024/10/21 - 09:38:44 | batch update started 
[SYS] 2024/10/21 - 09:38:44 | batch update finished 
[SYS] 2024/10/21 - 09:38:54 | batch update started 
[SYS] 2024/10/21 - 09:38:54 | batch update finished 
[SYS] 2024/10/21 - 09:39:04 | batch update started 
[SYS] 2024/10/21 - 09:39:04 | batch update finished 
[SYS] 2024/10/21 - 09:39:14 | batch update started 
[SYS] 2024/10/21 - 09:39:14 | batch update finished 
[SYS] 2024/10/21 - 09:39:24 | batch update started 
[SYS] 2024/10/21 - 09:39:24 | batch update finished 
[SYS] 2024/10/21 - 09:39:34 | batch update started 
[SYS] 2024/10/21 - 09:39:34 | batch update finished 
[SYS] 2024/10/21 - 09:39:44 | batch update started 
[SYS] 2024/10/21 - 09:39:44 | batch update finished 
[SYS] 2024/10/21 - 09:39:53 | syncing channels from database 
[SYS] 2024/10/21 - 09:39:53 | syncing options from database 
[SYS] 2024/10/21 - 09:39:53 | channels synced from database 
[SYS] 2024/10/21 - 09:39:54 | batch update started 
[SYS] 2024/10/21 - 09:39:54 | batch update finished 
[SYS] 2024/10/21 - 09:40:04 | batch update started 
[SYS] 2024/10/21 - 09:40:04 | batch update finished 
[SYS] 2024/10/21 - 09:40:14 | batch update started 
[SYS] 2024/10/21 - 09:40:14 | batch update finished 
[SYS] 2024/10/21 - 09:40:24 | batch update started 
[SYS] 2024/10/21 - 09:40:24 | batch update finished 
[SYS] 2024/10/21 - 09:40:26 | model ratio not found: glm4 
[INFO] 2024/10/21 - 09:40:26 | 2024102109402659704056180820326 | user 1 has enough quota 499999999536619, trusted and no need to pre-consume 
[GIN] 2024/10/21 - 09:40:28 | 2024102109402659704056180820326 | 200 |  2.350586194s |      172.18.0.7 |    POST /v1/chat/completions
[INFO] 2024/10/21 - 09:40:28 | 2024102109402659704056180820326 | record consume log: userId=1, channelId=4, promptTokens=0, completionTokens=0, modelName=glm4, tokenName=Initial Root Token, quota=0, content=模型倍率 30.00，分组倍率 1.00，补全倍率 1.00 
[SYS] 2024/10/21 - 09:40:31 | model ratio not found: glm4 
[INFO] 2024/10/21 - 09:40:31 | 2024102109403117855558745725609 | user 1 has enough quota 499999999536619, trusted and no need to pre-consume 
[GIN] 2024/10/21 - 09:40:31 | 2024102109403117855558745725609 | 200 |  760.073042ms |      172.18.0.1 |    POST /v1/chat/completions
[INFO] 2024/10/21 - 09:40:31 | 2024102109403117855558745725609 | record consume log: userId=1, channelId=4, promptTokens=226, completionTokens=28, modelName=glm4, tokenName=Initial Root Token, quota=7620, content=模型倍率 30.00，分组倍率 1.00，补全倍率 1.00 
[SYS] 2024/10/21 - 09:40:34 | batch update started 
[SYS] 2024/10/21 - 09:40:34 | batch update finished 
[SYS] 2024/10/21 - 09:40:44 | batch update started 
[SYS] 2024/10/21 - 09:40:44 | batch update finished 
[SYS] 2024/10/21 - 09:40:54 | batch update started 
[SYS] 2024/10/21 - 09:40:54 | batch update finished 
[SYS] 2024/10/21 - 09:41:04 | batch update started 
[SYS] 2024/10/21 - 09:41:04 | batch update finished 
[SYS] 2024/10/21 - 09:41:14 | batch update started 
[SYS] 2024/10/21 - 09:41:14 | batch update finished 
[SYS] 2024/10/21 - 09:41:24 | batch update started 
[SYS] 2024/10/21 - 09:41:24 | batch update finished 
[SYS] 2024/10/21 - 09:41:34 | batch update started 
[SYS] 2024/10/21 - 09:41:34 | batch update finished 
[SYS] 2024/10/21 - 09:41:44 | batch update started 
[SYS] 2024/10/21 - 09:41:44 | batch update finished 
[SYS] 2024/10/21 - 09:41:54 | batch update started 
[SYS] 2024/10/21 - 09:41:54 | batch update finished 
[SYS] 2024/10/21 - 09:42:04 | batch update started 
[SYS] 2024/10/21 - 09:42:04 | batch update finished 
[SYS] 2024/10/21 - 09:42:14 | batch update started 
[SYS] 2024/10/21 - 09:42:14 | batch update finished 
[SYS] 2024/10/21 - 09:42:24 | batch update started 
[SYS] 2024/10/21 - 09:42:24 | batch update finished 
[SYS] 2024/10/21 - 09:42:34 | batch update started 
[SYS] 2024/10/21 - 09:42:34 | batch update finished 
[SYS] 2024/10/21 - 09:42:44 | batch update started 
[SYS] 2024/10/21 - 09:42:44 | batch update finished 
[SYS] 2024/10/21 - 09:42:54 | batch update started 
[SYS] 2024/10/21 - 09:42:54 | batch update finished 
[SYS] 2024/10/21 - 09:43:04 | batch update started 
[SYS] 2024/10/21 - 09:43:04 | batch update finished 
[SYS] 2024/10/21 - 09:43:14 | batch update started 
[SYS] 2024/10/21 - 09:43:14 | batch update finished 
[SYS] 2024/10/21 - 09:43:24 | batch update started 
[SYS] 2024/10/21 - 09:43:24 | batch update finished 
[SYS] 2024/10/21 - 09:43:34 | batch update started 
[SYS] 2024/10/21 - 09:43:34 | batch update finished 
[SYS] 2024/10/21 - 09:43:44 | batch update started 
[SYS] 2024/10/21 - 09:43:44 | batch update finished 
[SYS] 2024/10/21 - 09:43:54 | batch update started 
[SYS] 2024/10/21 - 09:43:54 | batch update finished 
[SYS] 2024/10/21 - 09:44:04 | batch update started 
[SYS] 2024/10/21 - 09:44:04 | batch update finished 
[SYS] 2024/10/21 - 09:44:14 | batch update started 
[SYS] 2024/10/21 - 09:44:14 | batch update finished 
[SYS] 2024/10/21 - 09:44:24 | batch update started 
[SYS] 2024/10/21 - 09:44:24 | batch update finished 
[SYS] 2024/10/21 - 09:44:34 | batch update started 
[SYS] 2024/10/21 - 09:44:34 | batch update finished 
[SYS] 2024/10/21 - 09:44:44 | batch update started 
[SYS] 2024/10/21 - 09:44:44 | batch update finished 
[SYS] 2024/10/21 - 09:44:54 | batch update started 
[SYS] 2024/10/21 - 09:44:54 | batch update finished 
[SYS] 2024/10/21 - 09:45:04 | batch update started 
[SYS] 2024/10/21 - 09:45:04 | batch update finished 
[SYS] 2024/10/21 - 09:45:14 | batch update started 
[SYS] 2024/10/21 - 09:45:14 | batch update finished 
[SYS] 2024/10/21 - 09:45:24 | batch update started 
[SYS] 2024/10/21 - 09:45:24 | batch update finished 
[SYS] 2024/10/21 - 09:45:34 | batch update started 
