[SYS] 2024/10/19 - 11:39:42 | One API v0.6.6 started 
[SYS] 2024/10/19 - 11:42:13 | batch update started 
[SYS] 2024/10/19 - 11:42:13 | batch update finished 
[SYS] 2024/10/19 - 11:42:23 | batch update started 
[SYS] 2024/10/19 - 11:42:23 | batch update finished 
[SYS] 2024/10/19 - 11:42:33 | batch update started 
[SYS] 2024/10/19 - 11:42:33 | batch update finished 
[SYS] 2024/10/19 - 11:42:43 | batch update started 
[SYS] 2024/10/19 - 11:42:43 | batch update finished 
[SYS] 2024/10/19 - 11:42:53 | batch update started 
[SYS] 2024/10/19 - 11:42:53 | batch update finished 
[SYS] 2024/10/19 - 11:43:03 | batch update started 
[SYS] 2024/10/19 - 11:43:03 | batch update finished 
[SYS] 2024/10/19 - 11:43:13 | batch update started 
[SYS] 2024/10/19 - 11:43:13 | batch update finished 
[SYS] 2024/10/19 - 11:43:23 | batch update started 
[SYS] 2024/10/19 - 11:43:23 | batch update finished 
[SYS] 2024/10/19 - 11:43:33 | batch update started 
[SYS] 2024/10/19 - 11:43:33 | batch update finished 
[SYS] 2024/10/19 - 11:43:43 | batch update started 
[SYS] 2024/10/19 - 11:43:43 | batch update finished 
[SYS] 2024/10/19 - 11:43:53 | batch update started 
[SYS] 2024/10/19 - 11:43:53 | batch update finished 
[SYS] 2024/10/19 - 11:44:03 | batch update started 
[SYS] 2024/10/19 - 11:44:03 | batch update finished 
[SYS] 2024/10/19 - 11:44:13 | batch update started 
[SYS] 2024/10/19 - 11:44:13 | batch update finished 
[SYS] 2024/10/19 - 11:44:23 | batch update started 
[SYS] 2024/10/19 - 11:44:23 | batch update finished 
[SYS] 2024/10/19 - 11:44:33 | batch update started 
[SYS] 2024/10/19 - 11:44:33 | batch update finished 
[SYS] 2024/10/19 - 11:44:43 | batch update started 
[SYS] 2024/10/19 - 11:44:43 | batch update finished 
[SYS] 2024/10/19 - 11:44:53 | batch update started 
[SYS] 2024/10/19 - 11:44:53 | batch update finished 
[SYS] 2024/10/19 - 11:45:03 | batch update started 
[SYS] 2024/10/19 - 11:45:03 | batch update finished 
[SYS] 2024/10/19 - 11:45:13 | batch update started 
[SYS] 2024/10/19 - 11:45:13 | batch update finished 
[SYS] 2024/10/19 - 11:45:23 | batch update started 
[SYS] 2024/10/19 - 11:45:23 | batch update finished 
[SYS] 2024/10/19 - 11:45:33 | batch update started 
[SYS] 2024/10/19 - 11:45:33 | batch update finished 
[SYS] 2024/10/19 - 11:45:43 | batch update started 
[SYS] 2024/10/19 - 11:45:43 | batch update finished 
[SYS] 2024/10/19 - 11:45:53 | batch update started 
[SYS] 2024/10/19 - 11:45:53 | batch update finished 
[SYS] 2024/10/19 - 11:46:03 | batch update started 
[SYS] 2024/10/19 - 11:46:03 | batch update finished 
[SYS] 2024/10/19 - 11:46:13 | batch update started 
[SYS] 2024/10/19 - 11:46:13 | batch update finished 
[SYS] 2024/10/19 - 11:46:23 | batch update started 
[SYS] 2024/10/19 - 11:46:23 | batch update finished 
[SYS] 2024/10/19 - 11:46:33 | batch update started 
[SYS] 2024/10/19 - 11:46:33 | batch update finished 
[SYS] 2024/10/19 - 11:46:43 | batch update started 
[SYS] 2024/10/19 - 11:46:43 | batch update finished 
[SYS] 2024/10/19 - 11:46:53 | batch update started 
[SYS] 2024/10/19 - 11:46:53 | batch update finished 
[SYS] 2024/10/19 - 11:47:03 | batch update started 
[SYS] 2024/10/19 - 11:47:03 | batch update finished 
[SYS] 2024/10/19 - 11:47:13 | batch update started 
[SYS] 2024/10/19 - 11:47:13 | batch update finished 
[SYS] 2024/10/19 - 11:47:23 | batch update started 
[SYS] 2024/10/19 - 11:47:23 | batch update finished 
[SYS] 2024/10/19 - 11:47:33 | batch update started 
[SYS] 2024/10/19 - 11:47:33 | batch update finished 
[SYS] 2024/10/19 - 11:47:43 | batch update started 
[SYS] 2024/10/19 - 11:47:43 | batch update finished 
[SYS] 2024/10/19 - 11:47:53 | batch update started 
[SYS] 2024/10/19 - 11:47:53 | batch update finished 
[SYS] 2024/10/19 - 11:48:03 | batch update started 
[SYS] 2024/10/19 - 11:48:03 | batch update finished 
[SYS] 2024/10/19 - 11:48:13 | batch update started 
[SYS] 2024/10/19 - 11:48:13 | batch update finished 
[SYS] 2024/10/19 - 11:48:23 | batch update started 
[SYS] 2024/10/19 - 11:48:23 | batch update finished 
[SYS] 2024/10/19 - 11:48:33 | batch update started 
[SYS] 2024/10/19 - 11:48:33 | batch update finished 
[SYS] 2024/10/19 - 11:48:43 | batch update started 
[SYS] 2024/10/19 - 11:48:43 | batch update finished 
[SYS] 2024/10/19 - 11:48:53 | batch update started 
[SYS] 2024/10/19 - 11:48:53 | batch update finished 
[SYS] 2024/10/19 - 11:49:03 | batch update started 
[SYS] 2024/10/19 - 11:49:03 | batch update finished 
[SYS] 2024/10/19 - 11:49:13 | batch update started 
[SYS] 2024/10/19 - 11:49:13 | batch update finished 
[SYS] 2024/10/19 - 11:49:23 | batch update started 
[SYS] 2024/10/19 - 11:49:23 | batch update finished 
[SYS] 2024/10/19 - 11:49:33 | batch update started 
[SYS] 2024/10/19 - 11:49:33 | batch update finished 
[SYS] 2024/10/19 - 11:49:42 | syncing channels from database 
[SYS] 2024/10/19 - 11:49:42 | syncing options from database 
[SYS] 2024/10/19 - 11:49:42 | channels synced from database 
[SYS] 2024/10/19 - 11:49:43 | batch update started 
[SYS] 2024/10/19 - 11:49:43 | batch update finished 
[SYS] 2024/10/19 - 11:49:53 | batch update started 
[SYS] 2024/10/19 - 11:49:53 | batch update finished 
[SYS] 2024/10/19 - 11:50:03 | batch update started 
[SYS] 2024/10/19 - 11:50:03 | batch update finished 
[SYS] 2024/10/19 - 11:50:13 | batch update started 
[SYS] 2024/10/19 - 11:50:13 | batch update finished 
[SYS] 2024/10/19 - 11:50:23 | batch update started 
[SYS] 2024/10/19 - 11:50:23 | batch update finished 
[SYS] 2024/10/19 - 11:50:33 | batch update started 
[SYS] 2024/10/19 - 11:50:33 | batch update finished 
[SYS] 2024/10/19 - 11:50:43 | batch update started 
[SYS] 2024/10/19 - 11:50:43 | batch update finished 
[SYS] 2024/10/19 - 11:50:53 | batch update started 
[SYS] 2024/10/19 - 11:50:53 | batch update finished 
[SYS] 2024/10/19 - 11:51:03 | batch update started 
[SYS] 2024/10/19 - 11:51:03 | batch update finished 
[SYS] 2024/10/19 - 11:51:13 | batch update started 
[SYS] 2024/10/19 - 11:51:13 | batch update finished 
[SYS] 2024/10/19 - 11:51:23 | batch update started 
[SYS] 2024/10/19 - 11:51:23 | batch update finished 
[SYS] 2024/10/19 - 11:51:33 | batch update started 
[SYS] 2024/10/19 - 11:51:33 | batch update finished 
[SYS] 2024/10/19 - 11:51:43 | batch update started 
[SYS] 2024/10/19 - 11:51:43 | batch update finished 
[SYS] 2024/10/19 - 11:53:11 | One API v0.6.6 started 
[SYS] 2024/10/19 - 11:53:11 | using MySQL as database 
[SYS] 2024/10/19 - 11:53:12 | database migration started 
[SYS] 2024/10/19 - 11:53:12 | database migrated 
[SYS] 2024/10/19 - 11:53:12 | REDIS_CONN_STRING not set, Redis is not enabled 
[SYS] 2024/10/19 - 11:53:12 | using theme default 
[SYS] 2024/10/19 - 11:53:12 | memory cache enabled 
[SYS] 2024/10/19 - 11:53:12 | sync frequency: 600 seconds 
[SYS] 2024/10/19 - 11:53:12 | channels synced from database 
[SYS] 2024/10/19 - 11:53:12 | batch update enabled with interval 10s 
[SYS] 2024/10/19 - 11:53:12 | initializing token encoders 
[SYS] 2024/10/19 - 11:53:12 | token encoders initialized 
[SYS] 2024/10/19 - 11:53:22 | batch update started 
[SYS] 2024/10/19 - 11:53:22 | batch update finished 
[SYS] 2024/10/19 - 11:53:32 | batch update started 
[SYS] 2024/10/19 - 11:53:32 | batch update finished 
[SYS] 2024/10/19 - 11:53:42 | batch update started 
[SYS] 2024/10/19 - 11:53:42 | batch update finished 
[SYS] 2024/10/19 - 11:53:52 | batch update started 
[SYS] 2024/10/19 - 11:53:52 | batch update finished 
[SYS] 2024/10/19 - 11:54:02 | batch update started 
[SYS] 2024/10/19 - 11:54:02 | batch update finished 
[SYS] 2024/10/19 - 11:54:12 | batch update started 
[SYS] 2024/10/19 - 11:54:12 | batch update finished 
[SYS] 2024/10/19 - 11:54:22 | batch update started 
[SYS] 2024/10/19 - 11:54:22 | batch update finished 
[SYS] 2024/10/19 - 11:54:32 | batch update started 
[SYS] 2024/10/19 - 11:54:32 | batch update finished 
[SYS] 2024/10/19 - 11:54:42 | batch update started 
[SYS] 2024/10/19 - 11:54:42 | batch update finished 
[SYS] 2024/10/19 - 11:54:52 | batch update started 
[SYS] 2024/10/19 - 11:54:52 | batch update finished 
[SYS] 2024/10/19 - 11:55:02 | batch update started 
[SYS] 2024/10/19 - 11:55:02 | batch update finished 
[SYS] 2024/10/19 - 11:55:12 | batch update started 
[SYS] 2024/10/19 - 11:55:12 | batch update finished 
[SYS] 2024/10/19 - 11:55:22 | batch update started 
[SYS] 2024/10/19 - 11:55:22 | batch update finished 
[SYS] 2024/10/19 - 11:55:32 | batch update started 
[SYS] 2024/10/19 - 11:55:32 | batch update finished 
[SYS] 2024/10/19 - 11:55:42 | batch update started 
[SYS] 2024/10/19 - 11:55:42 | batch update finished 
[SYS] 2024/10/19 - 11:55:52 | batch update started 
[SYS] 2024/10/19 - 11:55:52 | batch update finished 
[SYS] 2024/10/19 - 11:56:02 | batch update started 
[SYS] 2024/10/19 - 11:56:02 | batch update finished 
[SYS] 2024/10/19 - 11:56:12 | batch update started 
[SYS] 2024/10/19 - 11:56:12 | batch update finished 
[SYS] 2024/10/19 - 11:56:22 | batch update started 
[SYS] 2024/10/19 - 11:56:22 | batch update finished 
[SYS] 2024/10/19 - 11:56:32 | batch update started 
[SYS] 2024/10/19 - 11:56:32 | batch update finished 
[SYS] 2024/10/19 - 11:56:42 | batch update started 
[SYS] 2024/10/19 - 11:56:42 | batch update finished 
[SYS] 2024/10/19 - 11:56:52 | batch update started 
[SYS] 2024/10/19 - 11:56:52 | batch update finished 
[SYS] 2024/10/19 - 11:57:02 | batch update started 
[SYS] 2024/10/19 - 11:57:02 | batch update finished 
[SYS] 2024/10/19 - 11:57:12 | batch update started 
[SYS] 2024/10/19 - 11:57:12 | batch update finished 
[SYS] 2024/10/19 - 11:57:22 | batch update started 
[SYS] 2024/10/19 - 11:57:22 | batch update finished 
[SYS] 2024/10/19 - 11:57:32 | batch update started 
[SYS] 2024/10/19 - 11:57:32 | batch update finished 
[SYS] 2024/10/19 - 11:57:42 | batch update started 
[SYS] 2024/10/19 - 11:57:42 | batch update finished 
[SYS] 2024/10/19 - 11:57:52 | batch update started 
[SYS] 2024/10/19 - 11:57:52 | batch update finished 
[SYS] 2024/10/19 - 11:58:02 | batch update started 
[SYS] 2024/10/19 - 11:58:02 | batch update finished 
[SYS] 2024/10/19 - 11:58:12 | batch update started 
[SYS] 2024/10/19 - 11:58:12 | batch update finished 
[SYS] 2024/10/19 - 11:58:22 | batch update started 
[SYS] 2024/10/19 - 11:58:22 | batch update finished 
[SYS] 2024/10/19 - 11:58:32 | batch update started 
[SYS] 2024/10/19 - 11:58:32 | batch update finished 
[SYS] 2024/10/19 - 11:58:42 | batch update started 
[SYS] 2024/10/19 - 11:58:42 | batch update finished 
[SYS] 2024/10/19 - 11:58:52 | batch update started 
[SYS] 2024/10/19 - 11:58:52 | batch update finished 
[SYS] 2024/10/19 - 11:59:02 | batch update started 
[SYS] 2024/10/19 - 11:59:02 | batch update finished 
[SYS] 2024/10/19 - 11:59:12 | batch update started 
[SYS] 2024/10/19 - 11:59:12 | batch update finished 
[SYS] 2024/10/19 - 11:59:22 | batch update started 
[SYS] 2024/10/19 - 11:59:22 | batch update finished 
[SYS] 2024/10/19 - 11:59:32 | batch update started 
[SYS] 2024/10/19 - 11:59:32 | batch update finished 
[SYS] 2024/10/19 - 11:59:42 | batch update started 
[SYS] 2024/10/19 - 11:59:42 | batch update finished 
[SYS] 2024/10/19 - 11:59:52 | batch update started 
[SYS] 2024/10/19 - 11:59:52 | batch update finished 
[SYS] 2024/10/19 - 12:00:02 | batch update started 
[SYS] 2024/10/19 - 12:00:02 | batch update finished 
[SYS] 2024/10/19 - 12:00:12 | batch update started 
[SYS] 2024/10/19 - 12:00:12 | batch update finished 
[SYS] 2024/10/19 - 12:00:22 | batch update started 
[SYS] 2024/10/19 - 12:00:22 | batch update finished 
[SYS] 2024/10/19 - 12:00:32 | batch update started 
[SYS] 2024/10/19 - 12:00:32 | batch update finished 
[SYS] 2024/10/19 - 12:00:42 | batch update started 
[SYS] 2024/10/19 - 12:00:42 | batch update finished 
[SYS] 2024/10/19 - 12:00:52 | batch update started 
[SYS] 2024/10/19 - 12:00:52 | batch update finished 
[SYS] 2024/10/19 - 12:01:02 | batch update started 
[SYS] 2024/10/19 - 12:01:02 | batch update finished 
[SYS] 2024/10/19 - 12:01:12 | batch update started 
[SYS] 2024/10/19 - 12:01:12 | batch update finished 
[SYS] 2024/10/19 - 12:01:22 | batch update started 
[SYS] 2024/10/19 - 12:01:22 | batch update finished 
[SYS] 2024/10/19 - 12:01:32 | batch update started 
[SYS] 2024/10/19 - 12:01:32 | batch update finished 
[SYS] 2024/10/19 - 12:01:42 | batch update started 
[SYS] 2024/10/19 - 12:01:42 | batch update finished 
[SYS] 2024/10/19 - 12:01:52 | batch update started 
[SYS] 2024/10/19 - 12:01:52 | batch update finished 
[SYS] 2024/10/19 - 12:02:02 | batch update started 
[SYS] 2024/10/19 - 12:02:02 | batch update finished 
[SYS] 2024/10/19 - 12:02:12 | batch update started 
[SYS] 2024/10/19 - 12:02:12 | batch update finished 
[SYS] 2024/10/19 - 12:02:22 | batch update started 
[SYS] 2024/10/19 - 12:02:22 | batch update finished 
[SYS] 2024/10/19 - 12:02:32 | batch update started 
[SYS] 2024/10/19 - 12:02:32 | batch update finished 
[SYS] 2024/10/19 - 12:02:42 | batch update started 
[SYS] 2024/10/19 - 12:02:42 | batch update finished 
[SYS] 2024/10/19 - 12:02:52 | batch update started 
[SYS] 2024/10/19 - 12:02:52 | batch update finished 
[SYS] 2024/10/19 - 12:03:02 | batch update started 
[SYS] 2024/10/19 - 12:03:02 | batch update finished 
[SYS] 2024/10/19 - 12:03:12 | syncing channels from database 
[SYS] 2024/10/19 - 12:03:12 | syncing options from database 
[SYS] 2024/10/19 - 12:03:12 | channels synced from database 
[SYS] 2024/10/19 - 12:03:12 | batch update started 
[SYS] 2024/10/19 - 12:03:12 | batch update finished 
[SYS] 2024/10/19 - 12:03:22 | batch update started 
[SYS] 2024/10/19 - 12:03:22 | batch update finished 
[SYS] 2024/10/19 - 12:03:32 | batch update started 
[SYS] 2024/10/19 - 12:03:32 | batch update finished 
[SYS] 2024/10/19 - 12:03:42 | batch update started 
[SYS] 2024/10/19 - 12:03:42 | batch update finished 
[SYS] 2024/10/19 - 12:03:52 | batch update started 
[SYS] 2024/10/19 - 12:03:52 | batch update finished 
[SYS] 2024/10/19 - 12:04:02 | batch update started 
[SYS] 2024/10/19 - 12:04:02 | batch update finished 
[SYS] 2024/10/19 - 12:04:12 | batch update started 
[SYS] 2024/10/19 - 12:04:12 | batch update finished 
[SYS] 2024/10/19 - 12:04:22 | batch update started 
[SYS] 2024/10/19 - 12:04:22 | batch update finished 
[SYS] 2024/10/19 - 12:04:32 | batch update started 
[SYS] 2024/10/19 - 12:04:32 | batch update finished 
[SYS] 2024/10/19 - 12:04:42 | batch update started 
[SYS] 2024/10/19 - 12:04:42 | batch update finished 
[SYS] 2024/10/19 - 12:04:52 | batch update started 
[SYS] 2024/10/19 - 12:04:52 | batch update finished 
[SYS] 2024/10/19 - 12:05:02 | batch update started 
[SYS] 2024/10/19 - 12:05:02 | batch update finished 
[SYS] 2024/10/19 - 12:05:12 | batch update started 
[SYS] 2024/10/19 - 12:05:12 | batch update finished 
[SYS] 2024/10/19 - 12:05:22 | batch update started 
[SYS] 2024/10/19 - 12:05:22 | batch update finished 
[SYS] 2024/10/19 - 12:05:32 | batch update started 
[SYS] 2024/10/19 - 12:05:32 | batch update finished 
[SYS] 2024/10/19 - 12:05:42 | batch update started 
[SYS] 2024/10/19 - 12:05:42 | batch update finished 
[SYS] 2024/10/19 - 12:05:52 | batch update started 
[SYS] 2024/10/19 - 12:05:52 | batch update finished 
[SYS] 2024/10/19 - 12:06:02 | batch update started 
[SYS] 2024/10/19 - 12:06:02 | batch update finished 
[SYS] 2024/10/19 - 12:06:12 | batch update started 
[SYS] 2024/10/19 - 12:06:12 | batch update finished 
[SYS] 2024/10/19 - 12:06:22 | batch update started 
[SYS] 2024/10/19 - 12:06:22 | batch update finished 
[SYS] 2024/10/19 - 12:06:32 | batch update started 
[SYS] 2024/10/19 - 12:06:32 | batch update finished 
[SYS] 2024/10/19 - 12:06:42 | batch update started 
[SYS] 2024/10/19 - 12:06:42 | batch update finished 
[SYS] 2024/10/19 - 12:06:52 | batch update started 
[SYS] 2024/10/19 - 12:06:52 | batch update finished 
[SYS] 2024/10/19 - 12:07:02 | batch update started 
[SYS] 2024/10/19 - 12:07:02 | batch update finished 
[SYS] 2024/10/19 - 12:07:12 | batch update started 
[SYS] 2024/10/19 - 12:07:12 | batch update finished 
[SYS] 2024/10/19 - 12:07:22 | batch update started 
[SYS] 2024/10/19 - 12:07:22 | batch update finished 
[SYS] 2024/10/19 - 12:07:32 | batch update started 
[SYS] 2024/10/19 - 12:07:32 | batch update finished 
[SYS] 2024/10/19 - 12:07:42 | batch update started 
[SYS] 2024/10/19 - 12:07:42 | batch update finished 
[SYS] 2024/10/19 - 12:07:52 | batch update started 
[SYS] 2024/10/19 - 12:07:52 | batch update finished 
[SYS] 2024/10/19 - 12:08:02 | batch update started 
[SYS] 2024/10/19 - 12:08:02 | batch update finished 
[SYS] 2024/10/19 - 12:08:12 | batch update started 
[SYS] 2024/10/19 - 12:08:12 | batch update finished 
[SYS] 2024/10/19 - 12:08:22 | batch update started 
[SYS] 2024/10/19 - 12:08:22 | batch update finished 
[SYS] 2024/10/19 - 12:08:32 | batch update started 
[SYS] 2024/10/19 - 12:08:32 | batch update finished 
[SYS] 2024/10/19 - 12:08:42 | batch update started 
[SYS] 2024/10/19 - 12:08:42 | batch update finished 
[SYS] 2024/10/19 - 12:08:52 | batch update started 
[SYS] 2024/10/19 - 12:08:52 | batch update finished 
[SYS] 2024/10/19 - 12:09:02 | batch update started 
[SYS] 2024/10/19 - 12:09:02 | batch update finished 
[SYS] 2024/10/19 - 12:09:12 | batch update started 
[SYS] 2024/10/19 - 12:09:12 | batch update finished 
[SYS] 2024/10/19 - 12:09:22 | batch update started 
[SYS] 2024/10/19 - 12:09:22 | batch update finished 
[SYS] 2024/10/19 - 12:09:32 | batch update started 
[SYS] 2024/10/19 - 12:09:32 | batch update finished 
[SYS] 2024/10/19 - 12:09:42 | batch update started 
[SYS] 2024/10/19 - 12:09:42 | batch update finished 
[SYS] 2024/10/19 - 12:09:52 | batch update started 
[SYS] 2024/10/19 - 12:09:52 | batch update finished 
[SYS] 2024/10/19 - 12:10:02 | batch update started 
[SYS] 2024/10/19 - 12:10:02 | batch update finished 
[SYS] 2024/10/19 - 12:10:12 | batch update started 
[SYS] 2024/10/19 - 12:10:12 | batch update finished 
[SYS] 2024/10/19 - 12:10:22 | batch update started 
[SYS] 2024/10/19 - 12:10:22 | batch update finished 
[SYS] 2024/10/19 - 12:10:32 | batch update started 
[SYS] 2024/10/19 - 12:10:32 | batch update finished 
[SYS] 2024/10/19 - 12:10:42 | batch update started 
[SYS] 2024/10/19 - 12:10:42 | batch update finished 
[SYS] 2024/10/19 - 12:10:52 | batch update started 
[SYS] 2024/10/19 - 12:10:52 | batch update finished 
[SYS] 2024/10/19 - 12:11:02 | batch update started 
[SYS] 2024/10/19 - 12:11:02 | batch update finished 
[SYS] 2024/10/19 - 12:11:12 | batch update started 
[SYS] 2024/10/19 - 12:11:12 | batch update finished 
[SYS] 2024/10/19 - 12:11:22 | batch update started 
[SYS] 2024/10/19 - 12:11:22 | batch update finished 
[SYS] 2024/10/19 - 12:11:32 | batch update started 
[SYS] 2024/10/19 - 12:11:32 | batch update finished 
[SYS] 2024/10/19 - 12:11:42 | batch update started 
[SYS] 2024/10/19 - 12:11:42 | batch update finished 
[SYS] 2024/10/19 - 12:11:52 | batch update started 
[SYS] 2024/10/19 - 12:11:52 | batch update finished 
[SYS] 2024/10/19 - 12:12:03 | batch update started 
[SYS] 2024/10/19 - 12:12:03 | batch update finished 
[SYS] 2024/10/19 - 12:12:13 | batch update started 
[SYS] 2024/10/19 - 12:12:13 | batch update finished 
[SYS] 2024/10/19 - 12:12:23 | batch update started 
[SYS] 2024/10/19 - 12:12:23 | batch update finished 
[SYS] 2024/10/19 - 12:12:33 | batch update started 
[SYS] 2024/10/19 - 12:12:33 | batch update finished 
[SYS] 2024/10/19 - 12:12:43 | batch update started 
[SYS] 2024/10/19 - 12:12:43 | batch update finished 
[SYS] 2024/10/19 - 12:12:53 | batch update started 
[SYS] 2024/10/19 - 12:12:53 | batch update finished 
[SYS] 2024/10/19 - 12:12:54 | model ratio not found: glm-4-plus 
[INFO] 2024/10/19 - 12:12:54 | 2024101912125477945791908214386 | user 1 has enough quota 499999999789992, trusted and no need to pre-consume 
[GIN] 2024/10/19 - 12:12:58 | 2024101912125477945791908214386 | 200 |  3.440152599s |      172.18.0.7 |    POST /v1/chat/completions
[ERR] 2024/10/19 - 12:12:58 | 2024101912125477945791908214386 | usage is nil, which is unexpected 
[SYS] 2024/10/19 - 12:13:03 | batch update started 
[SYS] 2024/10/19 - 12:13:03 | batch update finished 
[SYS] 2024/10/19 - 12:13:12 | syncing channels from database 
[SYS] 2024/10/19 - 12:13:12 | syncing options from database 
[SYS] 2024/10/19 - 12:13:12 | channels synced from database 
[SYS] 2024/10/19 - 12:13:13 | batch update started 
[SYS] 2024/10/19 - 12:13:13 | batch update finished 
[SYS] 2024/10/19 - 12:13:23 | batch update started 
[SYS] 2024/10/19 - 12:13:23 | batch update finished 
[SYS] 2024/10/19 - 12:13:33 | batch update started 
[SYS] 2024/10/19 - 12:13:33 | batch update finished 
[SYS] 2024/10/19 - 12:13:43 | batch update started 
[SYS] 2024/10/19 - 12:13:43 | batch update finished 
[SYS] 2024/10/19 - 12:13:53 | batch update started 
[SYS] 2024/10/19 - 12:13:53 | batch update finished 
[SYS] 2024/10/19 - 12:14:03 | batch update started 
[SYS] 2024/10/19 - 12:14:03 | batch update finished 
[SYS] 2024/10/19 - 12:14:13 | batch update started 
[SYS] 2024/10/19 - 12:14:13 | batch update finished 
[SYS] 2024/10/19 - 12:14:23 | batch update started 
[SYS] 2024/10/19 - 12:14:23 | batch update finished 
[SYS] 2024/10/19 - 12:14:33 | batch update started 
[SYS] 2024/10/19 - 12:14:33 | batch update finished 
[SYS] 2024/10/19 - 12:14:43 | batch update started 
[SYS] 2024/10/19 - 12:14:43 | batch update finished 
[SYS] 2024/10/19 - 12:14:53 | batch update started 
[SYS] 2024/10/19 - 12:14:53 | batch update finished 
[SYS] 2024/10/19 - 12:15:03 | batch update started 
[SYS] 2024/10/19 - 12:15:03 | batch update finished 
[SYS] 2024/10/19 - 12:15:13 | batch update started 
[SYS] 2024/10/19 - 12:15:13 | batch update finished 
[SYS] 2024/10/19 - 12:15:23 | batch update started 
[SYS] 2024/10/19 - 12:15:23 | batch update finished 
[SYS] 2024/10/19 - 12:15:33 | batch update started 
[SYS] 2024/10/19 - 12:15:33 | batch update finished 
[SYS] 2024/10/19 - 12:15:43 | batch update started 
[SYS] 2024/10/19 - 12:15:43 | batch update finished 
[SYS] 2024/10/19 - 12:15:53 | batch update started 
[SYS] 2024/10/19 - 12:15:53 | batch update finished 
[SYS] 2024/10/19 - 12:16:03 | batch update started 
[SYS] 2024/10/19 - 12:16:03 | batch update finished 
[SYS] 2024/10/19 - 12:16:13 | batch update started 
[SYS] 2024/10/19 - 12:16:13 | batch update finished 
[SYS] 2024/10/19 - 12:16:23 | batch update started 
[SYS] 2024/10/19 - 12:16:23 | batch update finished 
[SYS] 2024/10/19 - 12:16:33 | batch update started 
[SYS] 2024/10/19 - 12:16:33 | batch update finished 
[SYS] 2024/10/19 - 12:16:43 | batch update started 
[SYS] 2024/10/19 - 12:16:43 | batch update finished 
[SYS] 2024/10/19 - 12:16:53 | batch update started 
[SYS] 2024/10/19 - 12:16:53 | batch update finished 
[SYS] 2024/10/19 - 12:17:03 | batch update started 
[SYS] 2024/10/19 - 12:17:03 | batch update finished 
[SYS] 2024/10/19 - 12:17:13 | batch update started 
[SYS] 2024/10/19 - 12:17:13 | batch update finished 
[SYS] 2024/10/19 - 12:17:23 | batch update started 
[SYS] 2024/10/19 - 12:17:23 | batch update finished 
[SYS] 2024/10/19 - 12:17:33 | batch update started 
[SYS] 2024/10/19 - 12:17:33 | batch update finished 
[SYS] 2024/10/19 - 12:17:43 | batch update started 
[SYS] 2024/10/19 - 12:17:43 | batch update finished 
[SYS] 2024/10/19 - 12:17:53 | batch update started 
[SYS] 2024/10/19 - 12:17:53 | batch update finished 
[SYS] 2024/10/19 - 12:18:03 | batch update started 
